"Notes"	"County"	"County Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Collin County, TX"	"48085"	"2011"	"2011"	59	10380	5.68
	"Collin County, TX"	"48085"	"2012"	"2012"	34	10350	3.29
	"Collin County, TX"	"48085"	"2013"	"2013"	40	10604	3.77
	"Collin County, TX"	"48085"	"2014"	"2014"	54	10890	4.96
	"Collin County, TX"	"48085"	"2015"	"2015"	44	10923	4.03
	"Collin County, TX"	"48085"	"2016"	"2016"	48	11086	4.33
	"Collin County, TX"	"48085"	"2017"	"2017"	55	10919	5.04
	"Dallas County, TX"	"48113"	"2007"	"2007"	335	44424	7.54
	"Dallas County, TX"	"48113"	"2008"	"2008"	301	43224	6.96
	"Dallas County, TX"	"48113"	"2009"	"2009"	301	42293	7.12
	"Dallas County, TX"	"48113"	"2010"	"2010"	294	39729	7.40
	"Dallas County, TX"	"48113"	"2011"	"2011"	273	38695	7.06
	"Dallas County, TX"	"48113"	"2012"	"2012"	249	38782	6.42
	"Dallas County, TX"	"48113"	"2013"	"2013"	250	38712	6.46
	"Dallas County, TX"	"48113"	"2014"	"2014"	277	39806	6.96
	"Dallas County, TX"	"48113"	"2015"	"2015"	282	40131	7.03
	"Dallas County, TX"	"48113"	"2016"	"2016"	232	40379	5.75
	"Dallas County, TX"	"48113"	"2017"	"2017"	259	39263	6.60
	"Denton County, TX"	"48121"	"2007"	"2007"	41	9399	4.36
	"Denton County, TX"	"48121"	"2008"	"2008"	43	9426	4.56
	"Denton County, TX"	"48121"	"2009"	"2009"	48	9255	5.19
	"Denton County, TX"	"48121"	"2010"	"2010"	45	8999	5.00
	"Denton County, TX"	"48121"	"2011"	"2011"	36	9202	3.91
	"Denton County, TX"	"48121"	"2012"	"2012"	46	9338	4.93
	"Denton County, TX"	"48121"	"2013"	"2013"	41	9566	4.29
	"Denton County, TX"	"48121"	"2014"	"2014"	49	9876	4.96
	"Denton County, TX"	"48121"	"2015"	"2015"	39	10043	3.88
	"Denton County, TX"	"48121"	"2016"	"2016"	48	10195	4.71
	"Denton County, TX"	"48121"	"2017"	"2017"	49	9786	5.01
	"El Paso County, TX"	"48141"	"2007"	"2007"	57	14313	3.98
	"El Paso County, TX"	"48141"	"2008"	"2008"	75	14078	5.33
	"El Paso County, TX"	"48141"	"2009"	"2009"	58	13990	4.15
	"El Paso County, TX"	"48141"	"2010"	"2010"	55	13825	3.98
	"El Paso County, TX"	"48141"	"2011"	"2011"	66	13909	4.75
	"El Paso County, TX"	"48141"	"2012"	"2012"	63	13891	4.54
	"El Paso County, TX"	"48141"	"2013"	"2013"	59	13586	4.34
	"El Paso County, TX"	"48141"	"2014"	"2014"	64	13583	4.71
	"El Paso County, TX"	"48141"	"2015"	"2015"	57	13521	4.22
	"El Paso County, TX"	"48141"	"2016"	"2016"	54	13073	4.13
	"El Paso County, TX"	"48141"	"2017"	"2017"	59	12013	4.91
	"Fort Bend County, TX"	"48157"	"2007"	"2007"	35	7465	4.69
	"Fort Bend County, TX"	"48157"	"2008"	"2008"	36	7831	4.60
	"Fort Bend County, TX"	"48157"	"2009"	"2009"	39	7975	4.89
	"Fort Bend County, TX"	"48157"	"2010"	"2010"	27	7843	3.44
	"Fort Bend County, TX"	"48157"	"2011"	"2011"	32	7718	4.15
	"Fort Bend County, TX"	"48157"	"2012"	"2012"	35	8137	4.30
	"Fort Bend County, TX"	"48157"	"2013"	"2013"	44	8538	5.15
	"Fort Bend County, TX"	"48157"	"2014"	"2014"	32	9318	3.43
	"Fort Bend County, TX"	"48157"	"2015"	"2015"	51	9888	5.16
	"Fort Bend County, TX"	"48157"	"2016"	"2016"	51	9976	5.11
	"Fort Bend County, TX"	"48157"	"2017"	"2017"	45	9627	4.67
	"Galveston County, TX"	"48167"	"2007"	"2007"	28	4297	6.52
	"Galveston County, TX"	"48167"	"2008"	"2008"	23	4211	5.46
	"Galveston County, TX"	"48167"	"2009"	"2009"	25	4203	5.95
	"Galveston County, TX"	"48167"	"2010"	"2010"	17	3947	4.31 (Unreliable)
	"Galveston County, TX"	"48167"	"2011"	"2011"	23	3897	5.90
	"Galveston County, TX"	"48167"	"2012"	"2012"	17	3894	4.37 (Unreliable)
	"Galveston County, TX"	"48167"	"2013"	"2013"	24	3961	6.06
	"Galveston County, TX"	"48167"	"2014"	"2014"	16	4136	3.87 (Unreliable)
	"Galveston County, TX"	"48167"	"2015"	"2015"	20	4218	4.74
	"Galveston County, TX"	"48167"	"2016"	"2016"	24	4167	5.76
	"Galveston County, TX"	"48167"	"2017"	"2017"	16	3995	4.01 (Unreliable)
	"Harris County, TX"	"48201"	"2007"	"2007"	408	71409	5.71
	"Harris County, TX"	"48201"	"2008"	"2008"	434	71634	6.06
	"Harris County, TX"	"48201"	"2009"	"2009"	459	72389	6.34
	"Harris County, TX"	"48201"	"2010"	"2010"	432	68219	6.33
	"Harris County, TX"	"48201"	"2011"	"2011"	362	65980	5.49
	"Harris County, TX"	"48201"	"2012"	"2012"	390	67380	5.79
	"Harris County, TX"	"48201"	"2013"	"2013"	451	68325	6.60
	"Harris County, TX"	"48201"	"2014"	"2014"	426	71475	5.96
	"Harris County, TX"	"48201"	"2015"	"2015"	416	73478	5.66
	"Harris County, TX"	"48201"	"2016"	"2016"	433	72420	5.98
	"Harris County, TX"	"48201"	"2017"	"2017"	426	68422	6.23
	"Hidalgo County, TX"	"48215"	"2007"	"2007"	95	17202	5.52
	"Hidalgo County, TX"	"48215"	"2008"	"2008"	89	17144	5.19
	"Hidalgo County, TX"	"48215"	"2009"	"2009"	74	16953	4.37
	"Hidalgo County, TX"	"48215"	"2010"	"2010"	85	16401	5.18
	"Hidalgo County, TX"	"48215"	"2011"	"2011"	59	16104	3.66
	"Hidalgo County, TX"	"48215"	"2012"	"2012"	85	16304	5.21
	"Hidalgo County, TX"	"48215"	"2013"	"2013"	84	16069	5.23
	"Hidalgo County, TX"	"48215"	"2014"	"2014"	80	16331	4.90
	"Hidalgo County, TX"	"48215"	"2015"	"2015"	76	16086	4.72
	"Hidalgo County, TX"	"48215"	"2016"	"2016"	71	14982	4.74
	"Hidalgo County, TX"	"48215"	"2017"	"2017"	63	14108	4.47
	"Jefferson County, TX"	"48245"	"2007"	"2007"	23	3619	6.36
	"Jefferson County, TX"	"48245"	"2008"	"2008"	27	3589	7.52
	"Jefferson County, TX"	"48245"	"2009"	"2009"	32	3613	8.86
	"Jefferson County, TX"	"48245"	"2010"	"2010"	23	3558	6.46
	"Jefferson County, TX"	"48245"	"2011"	"2011"	31	3436	9.02
	"Jefferson County, TX"	"48245"	"2012"	"2012"	25	3431	7.29
	"Jefferson County, TX"	"48245"	"2013"	"2013"	28	3538	7.91
	"Jefferson County, TX"	"48245"	"2014"	"2014"	37	3635	10.18
	"Jefferson County, TX"	"48245"	"2015"	"2015"	28	3783	7.40
	"Jefferson County, TX"	"48245"	"2016"	"2016"	36	3578	10.06
	"Jefferson County, TX"	"48245"	"2017"	"2017"	32	3475	9.21
	"Lubbock County, TX"	"48303"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Lubbock County, TX"	"48303"	"2014"	"2014"	17	4237	4.01 (Unreliable)
	"Lubbock County, TX"	"48303"	"2015"	"2015"	12	4113	2.92 (Unreliable)
	"Lubbock County, TX"	"48303"	"2016"	"2016"	27	4273	6.32
	"Lubbock County, TX"	"48303"	"2017"	"2017"	15	4017	3.73 (Unreliable)
	"Montgomery County, TX"	"48339"	"2007"	"2007"	36	6398	5.63
	"Montgomery County, TX"	"48339"	"2008"	"2008"	39	6434	6.06
	"Montgomery County, TX"	"48339"	"2009"	"2009"	24	6428	3.73
	"Montgomery County, TX"	"48339"	"2010"	"2010"	37	6402	5.78
	"Montgomery County, TX"	"48339"	"2011"	"2011"	28	6360	4.40
	"Montgomery County, TX"	"48339"	"2012"	"2012"	35	6385	5.48
	"Montgomery County, TX"	"48339"	"2013"	"2013"	33	6627	4.98
	"Montgomery County, TX"	"48339"	"2014"	"2014"	43	6975	6.16
	"Montgomery County, TX"	"48339"	"2015"	"2015"	35	7338	4.77
	"Montgomery County, TX"	"48339"	"2016"	"2016"	47	7347	6.40
	"Montgomery County, TX"	"48339"	"2017"	"2017"	35	7139	4.90
	"Nueces County, TX"	"48355"	"2007"	"2007"	33	5039	6.55
	"Nueces County, TX"	"48355"	"2008"	"2008"	22	4988	4.41
	"Nueces County, TX"	"48355"	"2009"	"2009"	24	4856	4.94
	"Nueces County, TX"	"48355"	"2010"	"2010"	33	4716	7.00
	"Nueces County, TX"	"48355"	"2011"	"2011"	27	4634	5.83
	"Nueces County, TX"	"48355"	"2012"	"2012"	18	4812	3.74 (Unreliable)
	"Nueces County, TX"	"48355"	"2013"	"2013"	18	4954	3.63 (Unreliable)
	"Nueces County, TX"	"48355"	"2014"	"2014"	23	5173	4.45
	"Nueces County, TX"	"48355"	"2015"	"2015"	37	5056	7.32
	"Nueces County, TX"	"48355"	"2016"	"2016"	28	4738	5.91
	"Nueces County, TX"	"48355"	"2017"	"2017"	17	4520	3.76 (Unreliable)
	"Tarrant County, TX"	"48439"	"2007"	"2007"	235	29637	7.93
	"Tarrant County, TX"	"48439"	"2008"	"2008"	219	29439	7.44
	"Tarrant County, TX"	"48439"	"2009"	"2009"	197	29079	6.77
	"Tarrant County, TX"	"48439"	"2010"	"2010"	204	27893	7.31
	"Tarrant County, TX"	"48439"	"2011"	"2011"	212	27348	7.75
	"Tarrant County, TX"	"48439"	"2012"	"2012"	195	27684	7.04
	"Tarrant County, TX"	"48439"	"2013"	"2013"	201	27839	7.22
	"Tarrant County, TX"	"48439"	"2014"	"2014"	200	28420	7.04
	"Tarrant County, TX"	"48439"	"2015"	"2015"	172	28370	6.06
	"Tarrant County, TX"	"48439"	"2016"	"2016"	179	28745	6.23
	"Tarrant County, TX"	"48439"	"2017"	"2017"	185	27820	6.65
	"Travis County, TX"	"48453"	"2007"	"2007"	79	16662	4.74
	"Travis County, TX"	"48453"	"2008"	"2008"	92	16589	5.55
	"Travis County, TX"	"48453"	"2009"	"2009"	94	16434	5.72
	"Travis County, TX"	"48453"	"2010"	"2010"	91	15801	5.76
	"Travis County, TX"	"48453"	"2011"	"2011"	68	15497	4.39
	"Travis County, TX"	"48453"	"2012"	"2012"	74	15830	4.67
	"Travis County, TX"	"48453"	"2013"	"2013"	60	15726	3.82
	"Travis County, TX"	"48453"	"2014"	"2014"	84	16399	5.12
	"Travis County, TX"	"48453"	"2015"	"2015"	69	16304	4.23
	"Travis County, TX"	"48453"	"2016"	"2016"	60	15992	3.75
	"Travis County, TX"	"48453"	"2017"	"2017"	62	15142	4.09
	"Webb County, TX"	"48479"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Webb County, TX"	"48479"	"2014"	"2014"	40	5493	7.28
	"Webb County, TX"	"48479"	"2015"	"2015"	25	5356	4.67
	"Webb County, TX"	"48479"	"2016"	"2016"	21	5189	4.05
	"Webb County, TX"	"48479"	"2017"	"2017"	30	4872	6.16
	"Williamson County, TX"	"48491"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Williamson County, TX"	"48491"	"2014"	"2014"	39	6458	6.04
	"Williamson County, TX"	"48491"	"2015"	"2015"	23	6433	3.58
	"Williamson County, TX"	"48491"	"2016"	"2016"	39	6535	5.97
	"Williamson County, TX"	"48491"	"2017"	"2017"	22	6432	3.42
	"Unidentified Counties, TX"	"48999"	"2007"	"2007"	902	130624	6.91
	"Unidentified Counties, TX"	"48999"	"2008"	"2008"	828	130410	6.35
	"Unidentified Counties, TX"	"48999"	"2009"	"2009"	777	128790	6.03
	"Unidentified Counties, TX"	"48999"	"2010"	"2010"	757	124263	6.09
	"Unidentified Counties, TX"	"48999"	"2011"	"2011"	702	120898	5.81
	"Unidentified Counties, TX"	"48999"	"2012"	"2012"	743	122867	6.05
	"Unidentified Counties, TX"	"48999"	"2013"	"2013"	707	125092	5.65
	"Unidentified Counties, TX"	"48999"	"2014"	"2014"	616	101499	6.07
	"Unidentified Counties, TX"	"48999"	"2015"	"2015"	627	101710	6.16
	"Unidentified Counties, TX"	"48999"	"2016"	"2016"	600	99571	6.03
	"Unidentified Counties, TX"	"48999"	"2017"	"2017"	587	96604	6.08
	"Davis County, UT"	"49011"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Davis County, UT"	"49011"	"2014"	"2014"	22	5785	3.80
	"Davis County, UT"	"49011"	"2015"	"2015"	31	5878	5.27
	"Davis County, UT"	"49011"	"2016"	"2016"	21	5698	3.69
	"Davis County, UT"	"49011"	"2017"	"2017"	27	5481	4.93
	"Salt Lake County, UT"	"49035"	"2007"	"2007"	103	19556	5.27
	"Salt Lake County, UT"	"49035"	"2008"	"2008"	107	19605	5.46
	"Salt Lake County, UT"	"49035"	"2009"	"2009"	112	18724	5.98
	"Salt Lake County, UT"	"49035"	"2010"	"2010"	89	18250	4.88
	"Salt Lake County, UT"	"49035"	"2011"	"2011"	87	17861	4.87
	"Salt Lake County, UT"	"49035"	"2012"	"2012"	87	17910	4.86
	"Salt Lake County, UT"	"49035"	"2013"	"2013"	101	18046	5.60
	"Salt Lake County, UT"	"49035"	"2014"	"2014"	91	17894	5.09
	"Salt Lake County, UT"	"49035"	"2015"	"2015"	78	17398	4.48
	"Salt Lake County, UT"	"49035"	"2016"	"2016"	98	17612	5.56
	"Salt Lake County, UT"	"49035"	"2017"	"2017"	119	16754	7.10
	"Utah County, UT"	"49049"	"2007"	"2007"	46	12297	3.74
	"Utah County, UT"	"49049"	"2008"	"2008"	45	12509	3.60
	"Utah County, UT"	"49049"	"2009"	"2009"	50	12177	4.11
	"Utah County, UT"	"49049"	"2010"	"2010"	61	12020	5.07
	"Utah County, UT"	"49049"	"2011"	"2011"	55	11910	4.62
	"Utah County, UT"	"49049"	"2012"	"2012"	51	12023	4.24
	"Utah County, UT"	"49049"	"2013"	"2013"	56	11860	4.72
	"Utah County, UT"	"49049"	"2014"	"2014"	52	11945	4.35
	"Utah County, UT"	"49049"	"2015"	"2015"	65	11945	5.44
	"Utah County, UT"	"49049"	"2016"	"2016"	80	11971	6.68
	"Utah County, UT"	"49049"	"2017"	"2017"	59	11618	5.08
	"Unidentified Counties, UT"	"49999"	"2007"	"2007"	128	23277	5.50
	"Unidentified Counties, UT"	"49999"	"2008"	"2008"	108	23520	4.59
	"Unidentified Counties, UT"	"49999"	"2009"	"2009"	122	22986	5.31
	"Unidentified Counties, UT"	"49999"	"2010"	"2010"	103	21988	4.68
	"Unidentified Counties, UT"	"49999"	"2011"	"2011"	139	21452	6.48
	"Unidentified Counties, UT"	"49999"	"2012"	"2012"	110	21532	5.11
	"Unidentified Counties, UT"	"49999"	"2013"	"2013"	107	21051	5.08
	"Unidentified Counties, UT"	"49999"	"2014"	"2014"	86	15530	5.54
	"Unidentified Counties, UT"	"49999"	"2015"	"2015"	81	15557	5.21
	"Unidentified Counties, UT"	"49999"	"2016"	"2016"	74	15183	4.87
	"Unidentified Counties, UT"	"49999"	"2017"	"2017"	81	14732	5.50
	"Unidentified Counties, VT"	"50999"	"2007"	"2007"	33	6513	5.07
	"Unidentified Counties, VT"	"50999"	"2008"	"2008"	29	6339	4.57
	"Unidentified Counties, VT"	"50999"	"2009"	"2009"	38	6110	6.22
	"Unidentified Counties, VT"	"50999"	"2010"	"2010"	26	6223	4.18
	"Unidentified Counties, VT"	"50999"	"2011"	"2011"	30	6078	4.94
	"Unidentified Counties, VT"	"50999"	"2012"	"2012"	26	6009	4.33
	"Unidentified Counties, VT"	"50999"	"2013"	"2013"	26	5975	4.35
	"Unidentified Counties, VT"	"50999"	"2014"	"2014"	28	6130	4.57
	"Unidentified Counties, VT"	"50999"	"2015"	"2015"	27	5903	4.57
	"Unidentified Counties, VT"	"50999"	"2016"	"2016"	20	5756	3.47
	"Unidentified Counties, VT"	"50999"	"2017"	"2017"	27	5655	4.77
	"Chesterfield County, VA"	"51041"	"2007"	"2007"	22	3887	5.66
	"Chesterfield County, VA"	"51041"	"2008"	"2008"	27	3725	7.25
	"Chesterfield County, VA"	"51041"	"2009"	"2009"	16	3738	4.28 (Unreliable)
	"Chesterfield County, VA"	"51041"	"2010"	"2010"	21	3682	5.70
	"Chesterfield County, VA"	"51041"	"2011"	"2011"	28	3648	7.68
	"Chesterfield County, VA"	"51041"	"2012"	"2012"	23	3672	6.26
	"Chesterfield County, VA"	"51041"	"2013"	"2013"	23	3766	6.11
	"Chesterfield County, VA"	"51041"	"2014"	"2014"	20	3765	5.31
	"Chesterfield County, VA"	"51041"	"2015"	"2015"	21	3803	5.52
	"Chesterfield County, VA"	"51041"	"2016"	"2016"	25	3885	6.44
	"Chesterfield County, VA"	"51041"	"2017"	"2017"	19	3845	4.94 (Unreliable)
	"Fairfax County, VA"	"51059"	"2007"	"2007"	78	15177	5.14
	"Fairfax County, VA"	"51059"	"2008"	"2008"	57	15068	3.78
	"Fairfax County, VA"	"51059"	"2009"	"2009"	82	15169	5.41
	"Fairfax County, VA"	"51059"	"2010"	"2010"	70	15180	4.61
	"Fairfax County, VA"	"51059"	"2011"	"2011"	84	15092	5.57
	"Fairfax County, VA"	"51059"	"2012"	"2012"	72	14927	4.82
	"Fairfax County, VA"	"51059"	"2013"	"2013"	54	14652	3.69
	"Fairfax County, VA"	"51059"	"2014"	"2014"	59	14758	4.00
	"Fairfax County, VA"	"51059"	"2015"	"2015"	51	14448	3.53
	"Fairfax County, VA"	"51059"	"2016"	"2016"	58	14525	3.99
	"Fairfax County, VA"	"51059"	"2017"	"2017"	57	14220	4.01
	"Henrico County, VA"	"51087"	"2007"	"2007"	24	4103	5.85
	"Henrico County, VA"	"51087"	"2008"	"2008"	39	3994	9.76
	"Henrico County, VA"	"51087"	"2009"	"2009"	24	4086	5.87
	"Henrico County, VA"	"51087"	"2010"	"2010"	21	3888	5.40
	"Henrico County, VA"	"51087"	"2011"	"2011"	21	3940	5.33
	"Henrico County, VA"	"51087"	"2012"	"2012"	32	3970	8.06
	"Henrico County, VA"	"51087"	"2013"	"2013"	17	3900	4.36 (Unreliable)
	"Henrico County, VA"	"51087"	"2014"	"2014"	24	4065	5.90
	"Henrico County, VA"	"51087"	"2015"	"2015"	34	3997	8.51
	"Henrico County, VA"	"51087"	"2016"	"2016"	28	3903	7.17
	"Henrico County, VA"	"51087"	"2017"	"2017"	34	3895	8.73
	"Loudoun County, VA"	"51107"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Loudoun County, VA"	"51107"	"2014"	"2014"	10	5062	1.98 (Unreliable)
	"Loudoun County, VA"	"51107"	"2015"	"2015"	24	5307	4.52
	"Loudoun County, VA"	"51107"	"2016"	"2016"	21	5335	3.94
	"Loudoun County, VA"	"51107"	"2017"	"2017"	17	5067	3.36 (Unreliable)
	"Prince William County, VA"	"51153"	"2007"	"2007"	56	6782	8.26
	"Prince William County, VA"	"51153"	"2008"	"2008"	41	6372	6.43
	"Prince William County, VA"	"51153"	"2009"	"2009"	33	6592	5.01
	"Prince William County, VA"	"51153"	"2010"	"2010"	46	6651	6.92
	"Prince William County, VA"	"51153"	"2011"	"2011"	38	6704	5.67
	"Prince William County, VA"	"51153"	"2012"	"2012"	31	6879	4.51
	"Prince William County, VA"	"51153"	"2013"	"2013"	41	6799	6.03
	"Prince William County, VA"	"51153"	"2014"	"2014"	29	6909	4.20
	"Prince William County, VA"	"51153"	"2015"	"2015"	34	6858	4.96
	"Prince William County, VA"	"51153"	"2016"	"2016"	25	6845	3.65
	"Prince William County, VA"	"51153"	"2017"	"2017"	37	6675	5.54
	"Virginia Beach city, VA"	"51810"	"2007"	"2007"	45	6519	6.90
	"Virginia Beach city, VA"	"51810"	"2008"	"2008"	40	6350	6.30
	"Virginia Beach city, VA"	"51810"	"2009"	"2009"	34	6327	5.37
	"Virginia Beach city, VA"	"51810"	"2010"	"2010"	43	6153	6.99
	"Virginia Beach city, VA"	"51810"	"2011"	"2011"	41	6261	6.55
	"Virginia Beach city, VA"	"51810"	"2012"	"2012"	39	6290	6.20
	"Virginia Beach city, VA"	"51810"	"2013"	"2013"	35	6016	5.82
	"Virginia Beach city, VA"	"51810"	"2014"	"2014"	28	6108	4.58
	"Virginia Beach city, VA"	"51810"	"2015"	"2015"	33	6110	5.40
	"Virginia Beach city, VA"	"51810"	"2016"	"2016"	32	5925	5.40
	"Virginia Beach city, VA"	"51810"	"2017"	"2017"	25	5710	4.38
	"Unidentified Counties, VA"	"51999"	"2007"	"2007"	617	72416	8.52
	"Unidentified Counties, VA"	"51999"	"2008"	"2008"	528	71177	7.42
	"Unidentified Counties, VA"	"51999"	"2009"	"2009"	561	69147	8.11
	"Unidentified Counties, VA"	"51999"	"2010"	"2010"	501	67448	7.43
	"Unidentified Counties, VA"	"51999"	"2011"	"2011"	485	67007	7.24
	"Unidentified Counties, VA"	"51999"	"2012"	"2012"	470	67275	6.99
	"Unidentified Counties, VA"	"51999"	"2013"	"2013"	461	67014	6.88
	"Unidentified Counties, VA"	"51999"	"2014"	"2014"	413	62633	6.59
	"Unidentified Counties, VA"	"51999"	"2015"	"2015"	413	62780	6.58
	"Unidentified Counties, VA"	"51999"	"2016"	"2016"	409	62042	6.59
	"Unidentified Counties, VA"	"51999"	"2017"	"2017"	402	60979	6.59
	"Clark County, WA"	"53011"	"2007"	"2007"	30	5915	5.07
	"Clark County, WA"	"53011"	"2008"	"2008"	20	5858	3.41
	"Clark County, WA"	"53011"	"2009"	"2009"	25	5587	4.47
	"Clark County, WA"	"53011"	"2010"	"2010"	35	5485	6.38
	"Clark County, WA"	"53011"	"2011"	"2011"	27	5489	4.92
	"Clark County, WA"	"53011"	"2012"	"2012"	33	5364	6.15
	"Clark County, WA"	"53011"	"2013"	"2013"	13	5336	2.44 (Unreliable)
	"Clark County, WA"	"53011"	"2014"	"2014"	20	5571	3.59
	"Clark County, WA"	"53011"	"2015"	"2015"	25	5560	4.50
	"Clark County, WA"	"53011"	"2016"	"2016"	26	5665	4.59
	"Clark County, WA"	"53011"	"2017"	"2017"	25	5520	4.53
	"King County, WA"	"53033"	"2007"	"2007"	108	24910	4.34
	"King County, WA"	"53033"	"2008"	"2008"	118	25245	4.67
	"King County, WA"	"53033"	"2009"	"2009"	80	25095	3.19
	"King County, WA"	"53033"	"2010"	"2010"	104	24534	4.24
	"King County, WA"	"53033"	"2011"	"2011"	100	24644	4.06
	"King County, WA"	"53033"	"2012"	"2012"	105	25031	4.19
