"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6000905,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,BURBANK ELEMENTARY,125,122,98,2,2,0,0,1,1,0,0,0,0,123,98,123,98,--*,≥99%,--*,≥99%,--*,≥99%,Y
6000913,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,CHERRYLAND ELEMENTARY,107,104,97,0,0,2,2,0,0,0,0,1,1,104,97,105,98,105,98,104,97,105,98,Y
6000921,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,EAST AVENUE ELEMENTARY,84,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6090583,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,EDEN GARDENS ELEMENTARY,86,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6000947,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,ELDRIDGE ELEMENTARY,56,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6000962,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,FAIRVIEW ELEMENTARY,85,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6000988,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,GLASSBROOK ELEMENTARY,87,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6000996,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,HARDER ELEMENTARY,84,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
127696,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,KNOWLEDGE ENLIGHTENS YOU (KEY) ACADEMY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001044,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,LONGWOOD ELEMENTARY,100,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001051,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,LORIN A. EDEN ELEMENTARY,52,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001093,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,PALMA CEIA ELEMENTARY,72,70,97,1,1,0,0,1,1,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001101,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,PARK ELEMENTARY,110,107,97,2,2,1,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001127,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,RUUS ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001135,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,SCHAFER PARK ELEMENTARY,109,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001176,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,SOUTHGATE ELEMENTARY,83,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
111815,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,STONEBRAE ELEMENTARY,112,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001192,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,TREEVIEW ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6104566,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,TYRRELL ELEMENTARY,97,94,97,0,0,0,0,0,0,0,0,3,3,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6117543,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,ALTAMONT CREEK ELEMENTARY,88,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6071906,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,ARROYO SECO ELEMENTARY,124,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001259,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,EMMA C. SMITH ELEMENTARY,129,126,98,3,2,0,0,0,0,0,0,0,0,127,98,127,98,127,98,--*,≥99%,--*,≥99%,Y
6001283,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JACKSON AVENUE ELEMENTARY,115,113,98,2,2,0,0,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001291,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JOE MICHELL,103,101,98,0,0,2,2,0,0,0,0,0,0,101,98,101,98,101,98,101,98,101,98,Y
6001234,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JUNCTION K-8,87,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6110332,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,LEO R. CROCE ELEMENTARY,119,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
107839,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,LIVERMORE VALLEY CHARTER,85,82,96,2,2,1,1,0,0,0,0,0,0,82,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001317,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,MARYLIN AVENUE ELEMENTARY,94,90,96,1,1,2,2,1,1,0,0,0,0,91,97,--*,≥98%,--*,≥98%,91,97,--*,≥98%,Y
6089338,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,RANCHO LAS POSITAS ELEMENTARY,122,119,98,1,1,1,1,1,1,0,0,0,0,120,98,120,98,120,98,119,98,120,98,Y
6097661,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,SUNSET ELEMENTARY,126,124,98,1,1,1,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001606,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,HAYWARD,HILLVIEW CREST ELEMENTARY,128,124,97,0,0,0,0,0,0,0,0,4,3,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001572,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,ALVARADO ELEMENTARY,147,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6118525,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,DELAINE EASTIN ELEMENTARY,149,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6115554,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,GUY JR. EMANUELE ELEMENTARY,145,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6101604,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,PIONEER ELEMENTARY,152,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001622,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,SEARLES ELEMENTARY,145,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6115505,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,TOM KITAYAMA ELEMENTARY,152,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001440,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,AUGUST SCHILLING ELEMENTARY,68,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001457,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,E. L. MUSICK ELEMENTARY,59,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001473,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,H. A. SNOW ELEMENTARY,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001481,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JAMES A. GRAHAM ELEMENTARY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001499,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JAMES L. BUNKER ELEMENTARY,145,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001507,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,JOHN F. KENNEDY ELEMENTARY,63,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001523,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,LINCOLN ELEMENTARY,72,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001531,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,LOUIS MILANI ELEMENTARY,,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,   .,N
111476,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACHIEVE ACADEMY,125,117,94,8,6,0,0,0,0,0,0,0,0,118,94,121,97,120,96,120,96,--*,≥99%,Y
6002273,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ACORN WOODLAND ELEMENTARY,51,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001630,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ALLENDALE ELEMENTARY,75,72,96,2,3,0,0,0,0,0,0,1,1,73,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
114363,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,AMERICAN INDIAN PUBLIC CHARTER SCHOOL II,40,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6118608,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASCEND,49,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,67,63,94,4,6,0,0,0,0,0,0,0,0,64,96,64,96,64,96,--*,≥98%,--*,≥98%,Y
128413,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE COLLEGE ACADEMY,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6117568,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE MONARCH ACADEMY,79,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
130732,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE TRIUMPH TECHNOLOGY ACADEMY,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001655,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BELLA VISTA ELEMENTARY,97,85,88,2,2,0,0,0,0,2,2,8,8,91,94,92,95,89,92,92,95,--*,≥98%,Y
6002075,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BRIDGES ACADEMY,90,86,96,2,2,0,0,0,0,0,0,2,2,87,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001663,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BROOKFIELD ELEMENTARY,49,46,94,0,0,0,0,0,0,1,2,2,4,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001689,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,BURCKHALTER ELEMENTARY,42,39,93,1,2,0,0,0,0,0,0,2,5,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001697,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CARL B. MUNCK ELEMENTARY,66,56,85,0,0,0,0,0,0,0,0,10,15,60,91,61,92,60,91,59,89,--*,≥98%,Y
131672,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CASTLEMONT PRIMARY ACADEMY,39,15,38,0,0,0,0,1,3,0,0,23,59,24,62,25,64,25,64,31,79,30,77,Y
6001648,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CHABOT ELEMENTARY,96,93,97,0,0,0,0,1,1,1,1,1,1,93,97,93,97,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001739,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CLEVELAND ELEMENTARY,72,70,97,2,3,0,0,0,0,0,0,0,0,70,97,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
115204,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,COMMUNITY UNITED ELEMENTARY,68,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001754,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CROCKER HIGHLANDS ELEMENTARY,73,71,97,0,0,1,1,0,0,0,0,1,1,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
115600,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EAST OAKLAND PRIDE ELEMENTARY,58,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001812,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,EMERSON ELEMENTARY,75,73,97,1,1,0,0,1,1,0,0,0,0,73,97,73,97,73,97,73,97,73,97,Y
102988,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ENCOMPASS ACADEMY ELEMENTARY,71,66,93,0,0,0,0,0,0,2,3,3,4,--*,≥98%,--*,≥98%,--*,≥98%,66,93,--*,≥98%,Y
6002190,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ESPERANZA ELEMENTARY,72,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
132514,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRANCOPHONE CHARTER SCHOOL OF OAKLAND,73,56,77,16,22,1,1,0,0,0,0,0,0,60,82,71,97,63,86,67,92,70,96,Y
6001820,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRANKLIN ELEMENTARY,123,118,96,4,3,0,0,0,0,1,1,0,0,119,97,121,98,--*,≥99%,121,98,--*,≥99%,Y
112813,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRED T. KOREMATSU DISCOVERY ACADEMY,56,54,96,2,4,0,0,0,0,0,0,0,0,54,96,54,96,54,96,54,96,--*,≥98%,Y
6001838,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FRUITVALE ELEMENTARY,77,73,95,2,3,0,0,0,0,0,0,2,3,74,96,75,97,74,96,73,95,--*,≥98%,Y
115576,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,FUTURES ELEMENTARY,50,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001846,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GARFIELD ELEMENTARY,120,115,96,3,3,0,0,0,0,0,0,2,2,115,96,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6001853,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLENVIEW ELEMENTARY,96,81,84,1,1,0,0,0,0,1,1,13,14,85,89,84,88,88,92,87,91,--*,≥98%,Y
115584,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GLOBAL FAMILY,93,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001879,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GRASS VALLEY ELEMENTARY,43,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
115618,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,GREENLEAF ELEMENTARY,89,86,97,0,0,0,0,0,0,0,0,3,3,86,97,86,97,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001911,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HILLCREST ELEMENTARY,43,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6057046,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOOVER ELEMENTARY,64,61,95,0,0,0,0,0,0,0,0,3,5,62,97,62,97,61,95,62,97,--*,≥98%,Y
6001929,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HORACE MANN ELEMENTARY,71,67,94,1,1,0,0,0,0,0,0,3,4,68,96,--*,≥98%,69,97,--*,≥98%,--*,≥98%,Y
6001713,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,HOWARD ELEMENTARY,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6118616,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,INTERNATIONAL COMMUNITY,45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001945,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,JOAQUIN MILLER ELEMENTARY,68,65,96,0,0,0,0,0,0,0,0,3,4,--*,≥98%,--*,≥98%,--*,≥98%,65,96,--*,≥98%,Y
6001895,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KAISER ELEMENTARY,41,37,90,3,7,1,2,0,0,0,0,0,0,37,90,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
115014,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,KIPP BRIDGE ACADEMY,77,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6096523,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LA ESCUELITA ELEMENTARY,80,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6001978,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LAFAYETTE ELEMENTARY,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6001994,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LAUREL ELEMENTARY,104,102,98,0,0,0,0,0,0,0,0,2,2,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
115592,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LEARNING WITHOUT LIMITS,72,62,86,10,14,0,0,0,0,0,0,0,0,63,88,65,90,66,92,66,92,--*,≥98%,Y
130633,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LIGHTHOUSE COMMUNITY CHARTER,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6002018,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LINCOLN ELEMENTARY,148,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
134015,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,LODESTAR: A LIGHTHOUSE COMMUNITY CHARTER PUBLIC,67,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6002182,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MADISON PARK ACADEMY TK-5,59,57,97,1,2,0,0,0,0,0,0,1,2,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6002042,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA COMMUNITY,87,79,91,3,3,0,0,0,0,0,0,5,6,83,95,--*,≥98%,--*,≥98%,84,97,--*,≥98%,Y
110247,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MANZANITA SEED ELEMENTARY,102,100,98,0,0,0,0,0,0,1,1,1,1,--*,≥99%,--*,≥99%,--*,≥99%,100,98,--*,≥99%,Y
6002059,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MARKHAM ELEMENTARY,70,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6072235,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,"MARTIN LUTHER KING, JR. ELEMENTARY",61,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
