"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6045777,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,JOE NIGHTINGALE ELEMENTARY,186,182,98,3,2,0,0,1,1,0,0,0,0,183,98,--*,≥99%,183,98,--*,≥99%,--*,≥99%,Y
6045793,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,PATTERSON ROAD ELEMENTARY,82,79,96,0,0,1,1,2,2,0,0,0,0,79,96,79,96,79,96,--*,≥98%,79,96,Y
6045801,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,PINE GROVE ELEMENTARY,64,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045744,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,RALPH DUNLAP ELEMENTARY,71,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6111603,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,GOLETA,SANTA BARBARA CHARTER,43,37,86,5,12,1,2,0,0,0,0,0,0,40,93,38,88,--*,≥95%,38,88,--*,≥95%,Y
6045819,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ADAMS ELEMENTARY,104,102,98,1,1,1,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,102,98,--*,≥99%,Y
6118202,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ADELANTE CHARTER,46,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045827,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,CLEVELAND ELEMENTARY,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045835,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,FRANKLIN ELEMENTARY,91,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045850,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,HARDING UNIVERSITY PARTNERSHIP,74,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045884,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,MCKINLEY ELEMENTARY,68,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045892,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,MONROE ELEMENTARY,82,76,93,2,2,1,1,2,2,0,0,1,1,77,94,77,94,77,94,77,94,79,96,Y
6045918,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,PEABODY CHARTER,105,101,96,3,3,1,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,103,98,--*,≥99%,Y
6045926,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,ROOSEVELT ELEMENTARY,90,87,97,3,3,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,87,97,--*,≥98%,Y
6116875,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,SANTA BARBARA COMMUNITY ACADEMY,35,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045934,SANTA BARBARA,PUBLIC,SANTA BARBARA UNIFIED,SANTA BARBARA,WASHINGTON ELEMENTARY,46,43,93,2,4,0,0,1,2,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,43,93,--*,≥95%,Y
6045959,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ADAM (WILLIAM LAIRD) ELEMENTARY,185,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045967,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ALVIN ELEMENTARY,189,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045975,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ARELLANES (DON JUAN BAUTISTA) ELEMENTARY,54,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6107007,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BATTLES (WASHINGTON) ELEMENTARY,157,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045272,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BONITA ELEMENTARY,103,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046064,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,BRUCE (ROBERT) ELEMENTARY,196,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046007,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,FAIRLAWN ELEMENTARY,116,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
131623,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,"JIMÉNEZ, ROBERTO AND DR. FRANCISCO ELEMENTARY SCHOOL",153,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
102863,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,LIBERTY ELEMENTARY,135,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046031,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,MILLER (ISAAC) ELEMENTARY,151,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046049,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,OAKLEY (CALVIN C.) ELEMENTARY,156,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6109268,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,ONTIVEROS (JUAN PACIFICO) ELEMENTARY,160,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046056,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,RICE (WILLIAM) ELEMENTARY,126,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
102848,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,SANCHEZ (DAVID J.) ELEMENTARY,127,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6119812,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,TAYLOR (IDA REDMOND) ELEMENTARY,124,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046023,SANTA BARBARA,PUBLIC,SANTA MARIA-BONITA,SANTA MARIA,TUNNELL (MARTIN LUTHER) ELEMENTARY,122,120,98,2,2,0,0,0,0,0,0,0,0,120,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046072,SANTA BARBARA,PUBLIC,SOLVANG ELEMENTARY,SOLVANG,SOLVANG ELEMENTARY,71,62,87,5,7,2,3,2,3,0,0,0,0,68,96,68,96,--*,≥98%,68,96,--*,≥98%,Y
6991111,SANTA BARBARA,PRIVATE,,GOLETA,MONTESSORI CENTER SCHOOL,39,31,79,4,10,3,8,1,3,0,0,0,0,35,90,36,92,35,90,31,79,--*,≥95%,Y
6938518,SANTA BARBARA,PRIVATE,,GOLETA,"WALDORF SCHOOL OF SANTA BARBARA, THE",20,5,25,1,5,2,10,12,60,0,0,0,0,5,25,7,35,5,25,5,25,7,35,Y
6965628,SANTA BARBARA,PRIVATE,,LOMPOC,LA PURISIMA CONCEPCION ELEMENTARY,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6979009,SANTA BARBARA,PRIVATE,,SANTA BARBARA,CRANE COUNTRY DAY SCHOOL,22,17,77,3,14,2,9,0,0,0,0,0,0,20,91,20,91,18,82,18,82,17,77,Y
6993836,SANTA BARBARA,PRIVATE,,SANTA BARBARA,NOTRE DAME,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6965669,SANTA BARBARA,PRIVATE,,SANTA BARBARA,OUR LADY OF MT. CARMEL ELEMENTARY,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6965719,SANTA BARBARA,PRIVATE,,SANTA BARBARA,ST. RAPHAEL ELEMENTARY,34,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6905335,SANTA BARBARA,PRIVATE,,SANTA MARIA,PACIFIC CHRISTIAN,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6965693,SANTA BARBARA,PRIVATE,,SANTA MARIA,ST. LOUIS DE MONTFORT ELEMENTARY,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6965701,SANTA BARBARA,PRIVATE,,SANTA MARIA,ST. MARY OF THE ASSUMPTION SCHOOL,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6932289,SANTA BARBARA,PRIVATE,,SANTA MARIA,VALLEY CHRISTIAN ACADEMY,41,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6046114,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,A. J. DORSA ELEMENTARY,75,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
108167,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,ADELANTE DUAL LANGUAGE ACADEMY,119,114,96,3,3,1,1,0,0,0,0,1,1,115,97,116,97,115,97,117,98,117,98,Y
6046247,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,APTITUD COMMUNITY ACADEMY AT GOSS,68,66,97,2,3,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,66,97,--*,≥98%,Y
6046122,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,BEN PAINTER ELEMENTARY,66,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046239,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,CESAR CHAVEZ ELEMENTARY,80,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046130,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,CLYDE ARBUCKLE ELEMENTARY,48,45,94,1,2,0,0,0,0,0,0,2,4,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6046155,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,DONALD J. MEYER ELEMENTARY,69,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046189,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,HORACE CURETON ELEMENTARY,92,86,93,0,0,0,0,0,0,0,0,6,7,87,95,87,95,88,96,--*,≥98%,--*,≥98%,Y
107748,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LEARNING IN AN URBAN COMMUNITY WITH HIGH ACHIEVEMENT -L.U.C.H.A.-,68,66,97,2,3,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,66,97,--*,≥98%,--*,≥98%,Y
6046213,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LINDA VISTA ELEMENTARY,126,124,98,1,1,0,0,0,0,0,0,1,1,--*,≥99%,--*,≥99%,--*,≥99%,124,98,--*,≥99%,Y
6046221,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,LYNDALE ELEMENTARY,70,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046254,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,MILLARD MCCOLLAM ELEMENTARY,124,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046270,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,O. S. HUBBARD ELEMENTARY,113,106,94,0,0,0,0,0,0,0,0,7,6,107,95,110,97,108,96,--*,≥99%,--*,≥99%,Y
114900,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,RUSSO MCENTEE ACADEMY,109,106,97,2,2,0,0,0,0,0,0,1,1,--*,≥99%,--*,≥99%,--*,≥99%,107,98,--*,≥99%,Y
6046304,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,SAN ANTONIO ELEMENTARY,63,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046312,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,SYLVIA CASSELL ELEMENTARY,94,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046320,SANTA CLARA,PUBLIC,ALUM ROCK UNION ELEMENTARY,SAN JOSE,THOMAS P. RYAN ELEMENTARY,64,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6095335,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,BROOKTREE ELEMENTARY,66,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6089288,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,CHERRYWOOD ELEMENTARY,49,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6046361,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,LANEVIEW ELEMENTARY,70,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6095343,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,MAJESTIC WAY ELEMENTARY,74,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046379,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,NOBLE ELEMENTARY,75,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046387,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,NORTHWOOD ELEMENTARY,100,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6067177,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,RUSKIN ELEMENTARY,97,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6095350,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,SUMMERDALE ELEMENTARY,60,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046403,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,TOYON ELEMENTARY,52,48,92,1,2,1,2,0,0,0,0,2,4,49,94,50,96,50,96,50,96,--*,≥98%,Y
6093041,SANTA CLARA,PUBLIC,BERRYESSA UNION ELEMENTARY,SAN JOSE,VINCI PARK ELEMENTARY,99,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046411,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,BAGBY ELEMENTARY,81,78,96,2,2,0,0,1,1,0,0,0,0,78,96,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046445,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,FAMMATRE ELEMENTARY,183,180,98,2,1,0,0,1,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046452,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,FARNHAM CHARTER,86,83,97,1,1,2,2,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046494,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,SARTORETTE CHARTER,66,63,95,3,5,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
133439,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,STEINDORF STEAM K-8 MAGNET,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6046536,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,CAPRI ELEMENTARY,157,145,92,12,8,0,0,0,0,0,0,0,0,152,97,--*,≥99%,149,95,152,97,--*,≥99%,Y
6046544,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,CASTLEMONT ELEMENTARY,142,137,96,3,2,2,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,139,98,--*,≥99%,--*,≥99%,Y
6046676,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,ROSEMARY ELEMENTARY,121,119,98,1,1,1,1,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
106005,SANTA CLARA,PUBLIC,CAMPBELL UNION,CAMPBELL,VILLAGE,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6046510,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,BLACKFORD ELEMENTARY,97,92,95,4,4,1,1,0,0,0,0,0,0,--*,≥98%,--*,≥98%,92,95,--*,≥98%,--*,≥98%,Y
6046577,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,FOREST HILL ELEMENTARY,122,120,98,0,0,1,1,1,1,0,0,0,0,120,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046601,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,LYNHAVEN ELEMENTARY,120,116,97,0,0,2,2,0,0,0,0,2,2,117,98,118,98,117,98,117,98,--*,≥99%,Y
6046692,SANTA CLARA,PUBLIC,CAMPBELL UNION,SAN JOSE,SHERMAN OAKS ELEMENTARY,106,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6046619,SANTA CLARA,PUBLIC,CAMPBELL UNION,SARATOGA,MARSHALL LANE ELEMENTARY,112,109,97,0,0,2,2,1,1,0,0,0,0,110,98,109,97,109,97,110,98,110,98,Y
6046940,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,ABRAHAM LINCOLN ELEMENTARY,72,70,97,1,1,0,0,1,1,0,0,0,0,70,97,70,97,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046718,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,C. B. EATON ELEMENTARY,71,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046775,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,D. J. SEDGWICK ELEMENTARY,120,116,97,2,2,0,0,0,0,0,0,2,2,116,97,--*,≥99%,118,98,--*,≥99%,118,98,Y
6046841,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,GARDEN GATE ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046759,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,L. P. COLLINS ELEMENTARY,100,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6047088,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,STEVENS CREEK ELEMENTARY,71,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6047112,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,WILLIAM FARIA ELEMENTARY,96,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6047054,SANTA CLARA,PUBLIC,CUPERTINO UNION,CUPERTINO,WILLIAM REGNART ELEMENTARY,61,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6046981,SANTA CLARA,PUBLIC,CUPERTINO UNION,LOS ALTOS,MONTCLAIRE ELEMENTARY,54,52,96,2,4,0,0,0,0,0,0,0,0,--*,≥98%,52,96,--*,≥98%,52,96,--*,≥98%,Y
6046908,SANTA CLARA,PUBLIC,CUPERTINO UNION,SAN JOSE,JOHN MUIR ELEMENTARY,43,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
