"","c2.geneId","c2.symbol","c2.uniprotId","c0.score","Gene.Name","Gene.ID","Brodmann..1909..area.24","Brodmann..1909..area.9","amygdala","caudate.nucleus","cerebellar.hemisphere","cerebellum","cerebral.cortex","hippocampus.proper","hypothalamus","nucleus.accumbens","pituitary.gland","putamen","substantia.nigra","Human.GeneID","Mouse.GeneID","phenotype.x","genes.x","phenotype.y","genes.y","idgTDL","uniprotId"
"305",53615,"MBD3","O95983",0.2,"MBD3","ENSG00000071655",12,11,10,8,10,11,13,10,8,8,11,8,7,53615,NA,NA,NA,NA,NA,NA,NA
"306",9820,"CUL7","Q14999",0.2,"CUL7","ENSG00000044090",4,4,3,4,13,15,6,3,4,4,31,3,2,9820,NA,NA,NA,NA,NA,NA,NA
"307",1008,"CDH10","Q9Y6N8",0.2,"CDH10","ENSG00000040731",7,9,4,2,14,13,7,3,3,3,0.7,2,2,1008,NA,NA,NA,NA,NA,NA,NA
"308",5321,"PLA2G4A","P47712",0.2,"PLA2G4A","ENSG00000116711",0.8,1,0.9,0.9,NA,NA,1,1,1,NA,2,0.6,1,5321,NA,NA,NA,NA,NA,NA,NA
"309",2033,"EP300","Q09472",0.2,"EP300","ENSG00000100393",5,5,4,5,14,16,7,4,5,5,12,4,4,2033,NA,NA,NA,NA,NA,NA,NA
"310",4988,"OPRM1","P35372",0.0826817553075011,"OPRM1","ENSG00000112038",NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,4988,NA,NA,NA,NA,"OPRM1","Tclin","P35372"
"311",7299,"TYR","P14679",0.082407028523288,"TYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7299,NA,NA,NA,NA,"TYR","Tclin","P14679"
"312",6853,"SYN1","P17600",0.0808241803526393,"SYN1","ENSG00000008056",115,129,48,31,80,95,151,60,62,45,22,28,24,6853,NA,NA,NA,NA,NA,NA,NA
"313",5594,"MAPK1","P28482",0.0805494535684262,"MAPK1","ENSG00000100030",19,21,16,22,20,16,15,16,15,29,9,18,10,5594,NA,NA,NA,NA,NA,NA,NA
"314",10716,"TBR1","Q16650",0.0805494535684262,"TBR1","ENSG00000136535",4,7,1,NA,NA,NA,6,0.9,NA,NA,NA,NA,NA,10716,"Tbr1","increased prepulse inhibition","Tbr1","decreased vertical activity",NA,NA,NA
"315",6854,"SYN2","Q92777",0.0802747267842131,"SYN2","ENSG00000157152",49,59,25,15,37,30,46,19,18,36,3,12,3,6854,NA,NA,NA,NA,NA,NA,NA
"316",9743,"ARHGAP32","A7KAX9",0.0802747267842131,"ARHGAP32","ENSG00000134909",7,10,5,7,2,3,9,4,3,7,3,6,3,9743,NA,NA,NA,NA,NA,NA,NA
"317",57580,"PREX1","Q8TCU6",0.0802747267842131,"PREX1","ENSG00000124126",16,15,21,22,7,14,19,25,21,17,8,22,31,57580,NA,NA,NA,NA,NA,NA,NA
"318",1742,"DLG4","P78352",0.0802747267842131,"DLG4","ENSG00000132535",74,72,43,55,72,71,78,53,33,79,34,50,15,1742,"Dlg4",NA,"Dlg4","decreased exploration in new environment",NA,NA,NA
"319",1742,"DLG4","P78352",0.0802747267842131,"DLG4","ENSG00000132535",74,72,43,55,72,71,78,53,33,79,34,50,15,1742,"Dlg4",NA,"Dlg4","hypoactivity",NA,NA,NA
"320",1742,"DLG4","P78352",0.0802747267842131,"DLG4","ENSG00000132535",74,72,43,55,72,71,78,53,33,79,34,50,15,1742,"Dlg4",NA,"Dlg4","abnormal behavior",NA,NA,NA
"321",1742,"DLG4","P78352",0.0802747267842131,"DLG4","ENSG00000132535",74,72,43,55,72,71,78,53,33,79,34,50,15,1742,"Dlg4",NA,"Dlg4","tremors",NA,NA,NA
"322",1742,"DLG4","P78352",0.0802747267842131,"DLG4","ENSG00000132535",74,72,43,55,72,71,78,53,33,79,34,50,15,1742,"Dlg4",NA,"Dlg4","decreased grip strength",NA,NA,NA
"323",1977,"EIF4E","P06730",0.0802747267842131,"EIF4E","ENSG00000151247",4,5,3,3,6,4,3,3,5,4,3,3,4,1977,NA,NA,NA,NA,NA,NA,NA
"324",9379,"NRXN2","P58401;Q9P2S2",0.08,"NRXN2","ENSG00000110076",19,19,14,11,65,63,21,14,19,12,0.9,9,10,9379,"Nrxn2",NA,"Nrxn2","hypoactivity",NA,NA,NA
"325",9379,"NRXN2","P58401;Q9P2S2",0.08,"NRXN2","ENSG00000110076",19,19,14,11,65,63,21,14,19,12,0.9,9,10,9379,"Nrxn2",NA,"Nrxn2","trunk curl",NA,NA,NA
"326",9379,"NRXN2","P58401;Q9P2S2",0.08,"NRXN2","ENSG00000110076",19,19,14,11,65,63,21,14,19,12,0.9,9,10,9379,"Nrxn2",NA,"Nrxn2","abnormal behavior",NA,NA,NA
"327",8224,"SYN3","O14994",0.08,"SYN3","ENSG00000185666",0.8,1,0.5,0.6,0.5,0.5,1,0.5,0.7,0.8,0.5,0.6,NA,8224,"Syn3","convulsive seizures","Syn3","convulsive seizures",NA,NA,NA
"328",8224,"SYN3","O14994",0.08,"SYN3","ENSG00000185666",0.8,1,0.5,0.6,0.5,0.5,1,0.5,0.7,0.8,0.5,0.6,NA,8224,"Syn3","convulsive seizures","Syn3","abnormal behavioral response to light",NA,NA,NA
"329",8224,"SYN3","O14994",0.08,"SYN3","ENSG00000185666",0.8,1,0.5,0.6,0.5,0.5,1,0.5,0.7,0.8,0.5,0.6,NA,8224,"Syn3","convulsive seizures","Syn3","increased grip strength",NA,NA,NA
"330",3710,"ITPR3","Q14573",0.08,"ITPR3","ENSG00000096433",1,1,0.9,1,1,2,2,1,1,1,5,1,2,3710,NA,NA,NA,NA,NA,NA,NA
"331",1979,"EIF4EBP2","Q13542",0.08,"EIF4EBP2","ENSG00000148730",12,11,12,13,15,15,11,9,10,10,9,11,10,1979,NA,NA,NA,NA,NA,NA,NA
"332",2949,"GSTM5","P46439",0.08,"GSTM5","ENSG00000134201",8,5,9,10,3,5,6,6,3,9,2,5,2,2949,NA,NA,NA,NA,NA,NA,NA
"333",1620,"BRINP1","O60477",0.08,"BRINP1","ENSG00000078725",14,18,10,12,20,18,20,11,11,13,0.8,12,5,1620,NA,NA,NA,NA,NA,NA,NA
"334",1499,"CTNNB1","P35222",0.08,"CTNNB1","ENSG00000168036",22,24,22,22,59,50,23,23,27,22,29,19,21,1499,"Ctnnb1",NA,"Ctnnb1","increased startle reflex",NA,NA,NA
"335",1499,"CTNNB1","P35222",0.08,"CTNNB1","ENSG00000168036",22,24,22,22,59,50,23,23,27,22,29,19,21,1499,"Ctnnb1",NA,"Ctnnb1","abnormal startle reflex",NA,NA,NA
"336",6899,"TBX1","O43435",0.08,"TBX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6899,NA,NA,NA,NA,NA,NA,NA
"337",2567,"GABRG3","Q99928",0.01203514261644,"GABRG3","ENSG00000182256",0.5,0.8,NA,NA,NA,NA,0.7,NA,1,0.5,0.7,NA,NA,2567,NA,NA,NA,NA,"GABRG3","Tclin","Q99928"
"338",7166,"TPH1","P17752",0.0101775676615782,"TPH1","ENSG00000129167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7166,NA,NA,NA,NA,"TPH1","Tclin","P17752"
"339",22829,"NLGN4Y","Q8NFZ3",0.0084223070213417,"NLGN4Y","ENSG00000165246",2,2,1,1,2,2,1,1,2,2,1,1,1,22829,NA,NA,NA,NA,NA,NA,NA
"340",6531,"SLC6A3","Q01959",0.0074958123540771,"SLC6A3","ENSG00000142319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6531,NA,NA,NA,NA,"SLC6A3","Tclin","Q01959"
"341",4152,"MBD1","Q9UIS9",0.0060152784980537,"MBD1","ENSG00000141644",8,9,6,7,13,14,12,7,8,8,21,7,6,4152,NA,NA,NA,NA,NA,NA,NA
"342",348,"APOE","P02649",0.00568939455652795,"APOE","ENSG00000130203",224,156,348,549,136,172,163,202,353,540,26,519,531,348,NA,NA,NA,NA,NA,NA,NA
"343",170302,"ARX","Q96QS3",0.00568939455652795,"ARX","ENSG00000004848",6,4,3,3,NA,NA,5,2,2,3,NA,3,NA,170302,NA,NA,NA,NA,NA,NA,NA
"344",1621,"DBH","P09172",0.0056382373992153,"DBH","ENSG00000123454",0.8,0.9,NA,NA,NA,0.5,1,NA,NA,NA,1,NA,NA,1621,NA,NA,NA,NA,NA,NA,NA
"345",11069,"RAPGEF4","Q8WZA2",0.0056382373992153,"RAPGEF4","ENSG00000091428",89,75,77,14,14,13,75,77,11,33,2,17,8,11069,NA,NA,NA,NA,NA,NA,NA
"346",23133,"PHF8","Q9UPP1",0.00541466777231485,"PHF8","ENSG00000172943",2,2,2,2,5,5,2,2,2,2,7,2,2,23133,NA,NA,NA,NA,NA,NA,NA
"347",54954,"FAM120C","Q9NX05",0.00541466777231485,"FAM120C","ENSG00000184083",2,2,2,3,2,2,2,2,2,3,3,2,2,54954,NA,NA,NA,NA,NA,NA,NA
"348",412,"STS","P08842",0.00541466777231485,"STS","ENSG00000101846",3,6,2,2,2,2,5,2,3,2,0.9,2,2,412,NA,NA,NA,NA,NA,NA,NA
"349",65267,"WNK3","Q9BYP7",0.00541466777231485,"WNK3","ENSG00000196632",0.7,0.7,0.6,0.6,0.7,0.7,0.6,0.6,1,0.7,2,0.5,0.6,65267,NA,NA,NA,NA,NA,NA,NA
"350",321,"APBA2","Q99767",0.0050887838307891,"APBA2","ENSG00000034053",21,27,12,10,38,38,29,18,15,10,2,9,13,321,NA,NA,NA,NA,NA,NA,NA
"351",2565,"GABRG1","Q8N1C3",0.0050887838307891,"GABRG1","ENSG00000163285",9,7,9,13,2,4,8,6,11,11,NA,9,5,2565,NA,NA,NA,NA,"GABRG1","Tclin","Q8N1C3"
"352",6505,"SLC1A1","P43005",0.0050887838307891,"SLC1A1","ENSG00000106688",8,9,5,6,4,3,7,6,7,6,5,5,6,6505,NA,NA,NA,NA,NA,NA,NA
"353",1813,"DRD2","P14416",0.0050887838307891,"DRD2","ENSG00000149295",NA,NA,0.6,16,NA,NA,0.5,NA,3,20,29,20,4,1813,NA,NA,NA,NA,"DRD2","Tclin","P14416"
"354",5805,"PTS","Q03393",0.004814057046576,"PTS","ENSG00000150787",6,6,6,4,5,5,5,5,9,5,9,4,7,5805,NA,NA,NA,NA,NA,NA,NA
"355",115677,"NOSTRIN","Q8IVI9",0.004814057046576,"NOSTRIN","ENSG00000163072",1,1,1,1,0.6,0.7,1,2,1,0.9,1,1,2,115677,NA,NA,NA,NA,NA,NA,NA
"356",10165,"SLC25A13","Q9UJS0",0.004814057046576,"SLC25A13","ENSG00000004864",2,2,2,3,2,3,2,3,4,2,7,3,5,10165,NA,NA,NA,NA,NA,NA,NA
"357",7054,"TH","P07101",0.004814057046576,"TH","ENSG00000180176",NA,NA,NA,2,NA,NA,NA,NA,4,1,0.7,NA,16,7054,NA,NA,NA,NA,"TH","Tclin","P07101"
"358",3358,"HTR2C","P28335",0.004814057046576,"HTR2C","ENSG00000147246",0.9,0.6,1,7,NA,NA,NA,1,7,15,NA,5,0.8,3358,NA,NA,NA,NA,"HTR2C","Tclin","P28335"
"359",8448,"DOC2A","Q14183",0.004814057046576,"DOC2A","ENSG00000149927",11,15,5,2,17,19,19,5,4,2,3,2,0.6,8448,NA,NA,NA,NA,NA,NA,NA
"360",4842,"NOS1","P29475",0.0040553892285666,"NOS1","ENSG00000089250",1,0.9,2,3,1,2,1,1,2,2,0.6,3,1,4842,NA,NA,NA,NA,NA,NA,NA
"361",414,"ARSD","P51689",0.0035714481947703,"ARSD","ENSG00000006756",1,1,1,1,0.9,1,1,1,2,1,2,1,1,414,NA,NA,NA,NA,NA,NA,NA
"362",952,"CD38","P28907",0.0035059356601404,"CD38","ENSG00000004468",1,1,1,3,NA,NA,1,1,2,2,1,2,1,952,NA,NA,NA,NA,"CD38","Tclin","P28907"
"363",57526,"PCDH19","Q8TAB3",0.00328236603323995,"PCDH19","ENSG00000165194",2,3,2,0.5,NA,NA,2,2,3,0.5,0.5,NA,0.6,57526,NA,NA,NA,NA,NA,NA,NA
"364",4548,"MTR","Q99707",0.0032312088759273,"MTR","ENSG00000116984",3,3,2,3,6,6,4,3,3,3,6,3,3,4548,NA,NA,NA,NA,NA,NA,NA
"365",5864,"RAB3A","P20336",0.00300763924902685,"RAB3A","ENSG00000105649",107,163,43,62,99,104,175,63,67,70,24,59,53,5864,NA,NA,NA,NA,NA,NA,NA
"366",6326,"SCN2A","Q99250",0.0029564820917142,"SCN2A","ENSG00000136531",8,12,3,5,39,38,9,5,5,7,3,4,2,6326,NA,NA,NA,NA,"SCN2A","Tclin","Q99250"
"367",9783,"RIMS3","Q9UJD0",0.0029564820917142,"RIMS3","ENSG00000117016",39,59,11,10,30,29,69,4,18,12,NA,9,7,9783,"Rims3",NA,"Rims3","abnormal behavior",NA,NA,NA
"368",1815,"DRD4","P21917",0.0029564820917142,"DRD4","ENSG00000069696",1,1,1,1,2,3,2,1,1,1,4,1,0.9,1815,NA,NA,NA,NA,NA,NA,NA
"369",2925,"GRPR","P30550",0.0029564820917142,"GRPR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925,NA,NA,NA,NA,NA,NA,NA
"370",79083,"MLPH","Q9BV36",0.00273291246481375,"MLPH","ENSG00000115648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,79083,NA,NA,NA,NA,NA,NA,NA
"371",7157,"TP53","P04637",0.00273291246481375,"TP53","ENSG00000141510",2,1,2,2,0.8,1,2,2,2,2,4,2,2,7157,NA,NA,NA,NA,NA,NA,NA
"372",6263,"RYR3","Q15413",0.00273291246481375,"RYR3","ENSG00000198838",4,3,4,5,1,2,4,3,2,4,0.6,5,2,6263,NA,NA,NA,NA,"RYR3","Tclin","Q15413"
"373",7979,"SEM1","P60896",0.00273291246481375,"SEM1","ENSG00000127922",3,3,3,3,2,2,2,2,3,3,4,3,3,7979,NA,NA,NA,NA,NA,NA,NA
"374",3751,"KCND2","Q9NZV8",0.0026817553075011,"KCND2","ENSG00000184408",3,4,2,4,25,18,2,2,4,4,2,3,2,3751,NA,NA,NA,NA,"KCND2","Tclin","Q9NZV8"
"375",151531,"UPP2","O95045",0.0026817553075011,"UPP2","ENSG00000007001",1,1,1,0.7,0.6,0.7,1,1,0.5,1,NA,0.5,NA,151531,NA,NA,NA,NA,NA,NA,NA
"376",1644,"DDC","P20711",0.0026817553075011,"DDC","ENSG00000132437",NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.7,NA,NA,1,1644,NA,NA,NA,NA,"DDC","Tclin","P20711"
"377",135,"ADORA2A","P29274",0.0026817553075011,"ADORA2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,"ADORA2A","Tclin","P29274"
"378",8573,"CASK","O14936",0.0026817553075011,"CASK","ENSG00000147044",3,3,3,3,4,4,3,3,4,2,2,2,2,8573,NA,NA,NA,NA,NA,NA,NA
"379",1565,"CYP2D6","P10635",0.0026817553075011,"CYP2D6","ENSG00000100197",1,1,1,2,4,5,2,1,2,3,5,2,1,1565,NA,NA,NA,NA,"CYP2D6","Tclin","P10635"
"380",23426,"GRIP1","Q9Y3R0",0.0026817553075011,"GRIP1","ENSG00000155974",0.9,0.9,0.5,0.7,NA,NA,0.8,0.5,0.7,1,2,NA,NA,23426,NA,NA,NA,NA,NA,NA,NA
"381",8913,"CACNA1G","O43497",0.0026817553075011,"CACNA1G","ENSG00000006283",2,4,1,0.7,3,11,5,0.7,4,0.6,NA,0.6,1,8913,NA,NA,NA,NA,"CACNA1G","Tclin","O43497"
"382",6506,"SLC1A2","P43004",0.0026817553075011,"SLC1A2","ENSG00000110436",197,140,158,255,10,14,153,82,34,212,0.8,227,29,6506,NA,NA,NA,NA,NA,NA,NA
"383",7124,"TNF","P01375",0.0026817553075011,"TNF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7124,NA,NA,NA,NA,"TNF","Tclin","P01375"
"384",1012,"CDH13","P55290",0.0026817553075011,"CDH13","ENSG00000140945",6,5,2,0.5,NA,NA,4,1,3,NA,NA,0.5,1,1012,NA,NA,NA,NA,NA,NA,NA
"385",5803,"PTPRZ1","P23471",0.0026817553075011,"PTPRZ1","ENSG00000106278",26,20,33,26,7,10,16,24,18,25,1,21,20,5803,NA,NA,NA,NA,NA,NA,NA
"386",57496,"MKL2","Q9ULH7",0.0026817553075011,"MKL2","ENSG00000186260",6,8,4,5,2,2,7,4,3,7,3,4,1,57496,NA,NA,NA,NA,NA,NA,NA
"387",7422,"VEGFA","P15692",0.0026817553075011,"VEGFA","ENSG00000112715",3,3,3,3,3,4,3,3,3,3,5,2,2,7422,NA,NA,NA,NA,"VEGFA","Tclin","P15692"
"388",5595,"MAPK3","P27361",0.0026817553075011,"MAPK3","ENSG00000102882",51,45,46,34,23,27,52,30,33,36,21,31,29,5595,NA,NA,NA,NA,NA,NA,NA
"389",3084,"NRG1","Q02297",0.0026817553075011,"NRG1","ENSG00000157168",NA,0.5,NA,NA,NA,0.5,NA,NA,1,NA,0.9,NA,NA,3084,NA,NA,NA,NA,NA,NA,NA
"390",7534,"YWHAZ","P63104",0.0026817553075011,"YWHAZ","ENSG00000164924",69,80,57,53,52,40,55,58,54,70,31,46,35,7534,NA,NA,NA,NA,NA,NA,NA
"391",5625,"PRODH","O43272",0.0026817553075011,"PRODH","ENSG00000100033",4,3,4,5,1,3,4,2,2,4,1,3,2,5625,"Prodh",NA,"Prodh","abnormal vocalization",NA,NA,NA
"392",129684,"CNTNAP5","Q8WYK1",0.0026817553075011,"CNTNAP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129684,NA,NA,NA,NA,NA,NA,NA
"393",4974,"OMG","P23515",0.002407028523288,"OMG","ENSG00000126861",15,19,17,19,4,6,17,17,17,16,NA,17,15,4974,NA,NA,NA,NA,NA,NA,NA
"394",7529,"YWHAB","P31946",0.002407028523288,"YWHAB","ENSG00000166913",90,113,58,56,87,66,88,70,75,73,32,52,51,7529,NA,NA,NA,NA,NA,NA,NA
"395",7102,"TSPAN7","P41732",0.002407028523288,"TSPAN7","ENSG00000156298",168,193,108,170,157,97,129,109,87,194,27,160,44,7102,NA,NA,NA,NA,NA,NA,NA
"396",7466,"WFS1","O76024",0.002407028523288,"WFS1","ENSG00000109501",16,15,16,27,15,18,19,12,15,50,35,23,12,7466,NA,NA,NA,NA,NA,NA,NA
"397",1268,"CNR1","P21554",0.002407028523288,"CNR1","ENSG00000118432",11,8,5,7,12,11,7,7,5,4,13,8,0.8,1268,"Cnr1",NA,"Cnr1","hyperactivity","CNR1","Tclin","P21554"
"398",1268,"CNR1","P21554",0.002407028523288,"CNR1","ENSG00000118432",11,8,5,7,12,11,7,7,5,4,13,8,0.8,1268,"Cnr1",NA,"Cnr1","decreased vertical activity","CNR1","Tclin","P21554"
"399",1268,"CNR1","P21554",0.002407028523288,"CNR1","ENSG00000118432",11,8,5,7,12,11,7,7,5,4,13,8,0.8,1268,"Cnr1",NA,"Cnr1","abnormal behavior","CNR1","Tclin","P21554"
"400",8479,"HIRIP3","Q9BW71",0.002407028523288,"HIRIP3","ENSG00000149929",5,5,5,5,9,9,5,5,6,5,6,5,6,8479,"Hirip3",NA,"Hirip3","hyperactivity",NA,NA,NA
"401",8479,"HIRIP3","Q9BW71",0.002407028523288,"HIRIP3","ENSG00000149929",5,5,5,5,9,9,5,5,6,5,6,5,6,8479,"Hirip3",NA,"Hirip3","abnormal behavior",NA,NA,NA
"402",54556,"ING3","Q9NXR8",0.002407028523288,"ING3","ENSG00000071243",1,2,1,2,5,5,2,1,2,1,3,1,1,54556,NA,NA,NA,NA,NA,NA,NA
"403",4914,"NTRK1","P04629",0.002407028523288,"NTRK1","ENSG00000198400",NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.5,0.9,0.8,NA,4914,NA,NA,NA,NA,"NTRK1","Tclin","P04629"
"404",23554,"TSPAN12","O95859",0.002407028523288,"TSPAN12","ENSG00000106025",2,1,2,2,1,1,1,1,2,2,5,2,2,23554,NA,NA,NA,NA,NA,NA,NA
"405",2488,"FSHB","P01225",0.002407028523288,"FSHB","ENSG00000131808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,2488,NA,NA,NA,NA,NA,NA,NA
"406",4916,"NTRK3","Q16288",0.002407028523288,"NTRK3","ENSG00000140538",3,4,2,4,5,5,4,2,3,4,2,3,2,4916,NA,NA,NA,NA,NA,NA,NA
"407",4552,"MTRR","Q9UBK8",0.002407028523288,"MTRR","ENSG00000124275",3,3,3,3,5,6,4,3,4,3,6,3,4,4552,NA,NA,NA,NA,NA,NA,NA
"408",5747,"PTK2","Q05397",0.002407028523288,"PTK2","ENSG00000169398",8,9,8,9,8,8,9,10,7,7,5,9,9,5747,NA,NA,NA,NA,NA,NA,NA
"409",706,"TSPO","B1AH88;P30536",0.002407028523288,"TSPO","ENSG00000100300",9,7,12,9,2,3,7,11,12,9,19,8,15,706,NA,NA,NA,NA,NA,NA,NA
"410",4762,"NEUROG1","Q92886",0.002407028523288,"NEUROG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4762,NA,NA,NA,NA,NA,NA,NA
"411",2559,"GABRA6","Q16445",0.002407028523288,"GABRA6","ENSG00000145863",NA,NA,NA,NA,99,74,NA,NA,NA,NA,NA,NA,NA,2559,NA,NA,NA,NA,"GABRA6","Tclin","Q16445"
"412",4803,"NGF","P01138",0.002407028523288,"NGF","ENSG00000134259",0.6,0.5,0.6,0.6,NA,NA,0.6,0.6,0.5,NA,1,NA,NA,4803,NA,NA,NA,NA,NA,NA,NA
"413",4804,"NGFR","P08138",0.002407028523288,"NGFR","ENSG00000064300",NA,NA,0.5,0.5,3,4,0.5,0.9,1,NA,5,0.7,2,4804,"Ngfr",NA,"Ngfr","abnormal gait","NGFR","Tclin","P08138"
"414",4804,"NGFR","P08138",0.002407028523288,"NGFR","ENSG00000064300",NA,NA,0.5,0.5,3,4,0.5,0.9,1,NA,5,0.7,2,4804,"Ngfr",NA,"Ngfr","limb grasping","NGFR","Tclin","P08138"
"415",4804,"NGFR","P08138",0.002407028523288,"NGFR","ENSG00000064300",NA,NA,0.5,0.5,3,4,0.5,0.9,1,NA,5,0.7,2,4804,"Ngfr",NA,"Ngfr","tremors","NGFR","Tclin","P08138"
"416",1589,"CYP21A2","P08686",0.002407028523288,"CYP21A2","ENSG00000231852",NA,NA,0.5,NA,0.6,0.7,NA,NA,0.5,0.6,0.8,NA,NA,1589,"Cyp21a1",NA,"Cyp21a1","hypoactivity",NA,NA,NA
"417",7425,"VGF","O15240",0.002407028523288,"VGF","ENSG00000128564",19,21,6,7,1,2,25,6,45,18,53,10,2,7425,"Vgf","decreased prepulse inhibition","Vgf","hyperactivity",NA,NA,NA
"418",7425,"VGF","O15240",0.002407028523288,"VGF","ENSG00000128564",19,21,6,7,1,2,25,6,45,18,53,10,2,7425,"Vgf","decreased prepulse inhibition","Vgf","abnormal locomotor behavior",NA,NA,NA
"419",7425,"VGF","O15240",0.002407028523288,"VGF","ENSG00000128564",19,21,6,7,1,2,25,6,45,18,53,10,2,7425,"Vgf","decreased prepulse inhibition","Vgf","limb grasping",NA,NA,NA
"420",7425,"VGF","O15240",0.002407028523288,"VGF","ENSG00000128564",19,21,6,7,1,2,25,6,45,18,53,10,2,7425,"Vgf","decreased prepulse inhibition","Vgf","abnormal behavior",NA,NA,NA
"421",7425,"VGF","O15240",0.002407028523288,"VGF","ENSG00000128564",19,21,6,7,1,2,25,6,45,18,53,10,2,7425,"Vgf","decreased prepulse inhibition","Vgf","tremors",NA,NA,NA
"422",7433,"VIPR1","P32241",0.002407028523288,"VIPR1","ENSG00000114812",3,4,1,2,8,9,6,1,NA,4,0.6,1,NA,7433,NA,NA,NA,NA,NA,NA,NA
"423",6342,"SCP2","P22307",0.002407028523288,"SCP2","ENSG00000116171",7,7,7,8,6,5,6,6,8,7,9,7,8,6342,NA,NA,NA,NA,NA,NA,NA
"424",7442,"TRPV1","Q8NER1",0.002407028523288,"TRPV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7442,NA,NA,NA,NA,"TRPV1","Tclin","Q8NER1"
"425",2354,"FOSB","P53539",0.002407028523288,"FOSB","ENSG00000125740",1,2,0.6,1,NA,NA,2,0.7,1,2,4,0.9,NA,2354,NA,NA,NA,NA,NA,NA,NA
"426",161357,"MDGA2","Q7Z553",0.002407028523288,"MDGA2","ENSG00000139915",0.5,0.5,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,161357,NA,NA,NA,NA,NA,NA,NA
"427",2171,"FABP5","Q01469",0.002407028523288,"FABP5","ENSG00000164687",13,11,13,17,16,13,9,16,23,17,7,11,15,2171,NA,NA,NA,NA,NA,NA,NA
"428",130940,"CCDC148","Q8NFR7",0.002407028523288,"CCDC148","ENSG00000153237",NA,NA,NA,NA,0.5,0.5,NA,NA,0.5,0.5,1,NA,NA,130940,NA,NA,NA,NA,NA,NA,NA
"429",5860,"QDPR","P09417",0.002407028523288,"QDPR","ENSG00000151552",55,61,98,87,34,34,63,129,102,59,15,146,194,5860,NA,NA,NA,NA,NA,NA,NA
"430",2170,"FABP3","P05413",0.002407028523288,"FABP3","ENSG00000121769",49,53,25,16,14,13,51,37,28,20,4,16,41,2170,NA,NA,NA,NA,NA,NA,NA
"431",1740,"DLG2","Q15700",0.002407028523288,"DLG2","ENSG00000150672",11,11,8,6,5,6,11,10,6,8,3,6,5,1740,"Dlg2",NA,"Dlg2","decreased exploration in new environment",NA,NA,NA
"432",1740,"DLG2","Q15700",0.002407028523288,"DLG2","ENSG00000150672",11,11,8,6,5,6,11,10,6,8,3,6,5,1740,"Dlg2",NA,"Dlg2","abnormal behavior",NA,NA,NA
"433",80034,"CSRNP3","Q8WYN3",0.002407028523288,"CSRNP3","ENSG00000178662",3,4,2,2,1,1,3,2,3,4,3,2,1,80034,NA,NA,NA,NA,NA,NA,NA
"434",152,"ADRA2C","P18825",0.002407028523288,"ADRA2C","ENSG00000184160",3,2,3,13,1,1,3,2,2,8,3,12,1,152,NA,NA,NA,NA,"ADRA2C","Tclin","P18825"
"435",5447,"POR","P16435",0.002407028523288,"POR","ENSG00000127948",6,7,6,7,6,7,8,6,9,8,30,6,5,5447,NA,NA,NA,NA,NA,NA,NA
"436",7982,"ST7","Q9NRC1",0.002407028523288,"ST7","ENSG00000004866",3,3,2,2,7,7,3,2,2,2,7,2,2,7982,NA,NA,NA,NA,NA,NA,NA
"437",114880,"OSBPL6","Q9BZF3",0.002407028523288,"OSBPL6","ENSG00000079156",2,3,2,2,3,3,3,2,2,2,3,2,1,114880,NA,NA,NA,NA,NA,NA,NA
"438",2066,"ERBB4","Q15303",0.002407028523288,"ERBB4","ENSG00000178568",4,4,3,4,3,3,2,2,2,3,1,3,2,2066,NA,NA,NA,NA,"ERBB4","Tclin","Q15303"
"439",2100,"ESR2","Q92731",0.002407028523288,"ESR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,"ESR2","Tclin","Q92731"
"440",2173,"FABP7","O15540",0.002407028523288,"FABP7","ENSG00000164434",22,14,18,6,43,36,13,16,12,10,2,5,7,2173,NA,NA,NA,NA,NA,NA,NA
"441",218,"ALDH3A1","P30838",0.002407028523288,"ALDH3A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,NA,NA,NA
