        Time, RR interval,   FFT Frequency,         PSD,  AF  Frequency,         PSD
2280.863,0.833,,,,
2281.7,0.837,,,,
2282.49,0.79,,,,
2283.296,0.807,,,,
2284.084,0.787,,,,
2284.85,0.766,,,,
2285.575,0.726,,,,
2286.305,0.73,,,,
2287.021,0.716,,,,
2287.718,0.697,,,,
2288.415,0.697,,,,
2289.149,0.734,,,,
2289.879,0.73,,,,
2290.626,0.747,,,,
2291.391,0.765,,,,
2292.152,0.761,,,,
2292.88,0.728,,,,
2293.645,0.765,,,,
2294.395,0.75,,,,
2295.097,0.702,,,,
2295.807,0.711,,,,
2296.505,0.698,,,,
2297.235,0.729,,,,
2297.97,0.736,,,,
2298.677,0.707,,,,
2299.412,0.735,,,,
2300.197,0.784,,,,
2301.005,0.808,,,,
2301.797,0.793,,,,
2302.554,0.756,,,,
2303.262,0.708,,,,
2303.958,0.696,,,,
2304.652,0.695,,,,
2305.362,0.709,,,,
2306.084,0.722,,,,
2306.795,0.712,,,,
2307.564,0.769,,,,
2308.364,0.8,,,,
2309.166,0.802,,,,
2309.931,0.765,,,,
2310.668,0.737,,,,
2311.376,0.708,,,,
2312.075,0.699,,,,
2312.778,0.704,,,,
2313.485,0.707,,,,
2314.213,0.728,,,,
2314.934,0.72,,,,
2315.649,0.715,,,,
2316.331,0.682,,,,
2317.028,0.697,,,,
2317.729,0.7,,,,
2318.42,0.691,,,,
2319.18,0.76,,,,
2320.054,0.874,,,,
2320.959,0.905,,,,
2321.791,0.832,,,,
2322.651,0.86,,,,
2323.484,0.833,,,,
2324.262,0.778,,,,
2325.021,0.76,,,,
2325.782,0.761,,,,
2326.543,0.76,,,,
2327.298,0.756,,,,
2328.041,0.743,,,,
2328.795,0.754,,,,
2329.552,0.757,,,,
2330.296,0.744,,,,
2331.051,0.755,,,,
2331.785,0.734,,,,
2332.543,0.758,,,,
2333.171,0.629,,,,
2333.838,0.667,,,,
2334.52,0.681,,,,
2335.24,0.721,,,,
2336.01,0.77,,,,
2336.832,0.822,,,,
2337.668,0.836,,,,
2338.528,0.861,,,,
2339.383,0.855,,,,
2340.18,0.796,,,,
2340.945,0.766,,,,
2341.67,0.725,,,,
2342.352,0.682,,,,
2343.04,0.688,,,,
2343.708,0.668,,,,
2344.389,0.681,,,,
2345.105,0.716,,,,
2345.986,0.881,,,,
2346.934,0.948,,,,
2347.917,0.983,,,,
2348.897,0.98,,,,
2349.84,0.943,,,,
2350.82,0.98,,,,
2351.746,0.926,,,,
2352.551,0.805,,,,
2353.32,0.769,,,,
2354.104,0.783,,,,
2354.941,0.838,,,,
2355.699,0.758,,,,
2356.486,0.787,,,,
2357.378,0.892,,,,
2358.236,0.858,,,,
2359.14,0.904,,,,
2360.035,0.895,,,,
2360.919,0.884,,,,
2361.749,0.831,,,,
2362.6,0.851,,,,
2363.454,0.854,,,,
2364.27,0.816,,,,
2365.018,0.748,,,,
2365.773,0.755,,,,
2366.531,0.758,,,,
2367.276,0.745,,,,
2367.999,0.723,,,,
2368.734,0.735,,,,
2369.488,0.755,,,,
2370.427,0.939,,,,
2371.375,0.948,,,,
2372.223,0.848,,,,
2373.127,0.904,,,,
2374.041,0.914,,,,
2374.93,0.889,,,,
2375.742,0.812,,,,
2376.561,0.82,,,,
2377.411,0.85,,,,
2378.254,0.843,,,,
2379.04,0.786,,,,
2379.877,0.837,,,,
2380.756,0.879,,,,
2381.645,0.889,,,,
2382.479,0.834,,,,
2383.365,0.886,,,,
2384.266,0.901,,,,
2385.187,0.921,,,,
2386.035,0.848,,,,
2386.928,0.893,,,,
2387.83,0.902,,,,
2388.702,0.872,,,,
2389.581,0.879,,,,
2390.456,0.874,,,,
2391.304,0.849,,,,
2392.115,0.811,,,,
2392.945,0.83,,,,
2393.726,0.78,,,,
2394.472,0.747,,,,
2395.229,0.756,,,,
2396.032,0.803,,,,
2396.809,0.776,,,,
2397.617,0.809,,,,
2398.508,0.89,,,,
2399.42,0.912,,,,
2400.367,0.948,,,,
2401.204,0.836,,,,
2401.556,0.352,,,,
2402.204,0.648,,,,
2402.552,0.349,,,,
2402.821,0.269,,,,
2403.217,0.396,,,,
2404.009,0.792,,,,
2404.874,0.865,,,,
2405.717,0.843,,,,
2406.507,0.79,,,,
2407.349,0.842,,,,
2408.267,0.919,,,,
2409.207,0.94,,,,
2410.117,0.91,,,,
2411.01,0.892,,,,
2411.938,0.928,,,,
2412.855,0.918,,,,
2413.747,0.892,,,,
2414.587,0.84,,,,
2415.474,0.887,,,,
2416.385,0.912,,,,
2417.33,0.945,,,,
2418.198,0.868,,,,
2419.104,0.907,,,,
2420.042,0.938,,,,
2420.955,0.913,,,,
2421.779,0.824,,,,
2422.581,0.802,,,,
2423.365,0.784,,,,
2424.129,0.764,,,,
2424.905,0.776,,,,
2425.76,0.855,,,,
2426.659,0.899,,,,
2427.525,0.866,,,,
2428.327,0.802,,,,
2429.163,0.836,,,,
2429.997,0.834,,,,
2430.807,0.81,,,,
2431.577,0.77,,,,
2432.34,0.763,,,,
2433.115,0.774,,,,
2433.905,0.791,,,,
2434.682,0.777,,,,
2435.437,0.755,,,,
2436.218,0.781,,,,
2437.073,0.855,,,,
2438.019,0.946,,,,
2438.918,0.899,,,,
2439.775,0.858,,,,
2440.593,0.817,,,,
2441.479,0.886,,,,
2442.363,0.884,,,,
2443.215,0.852,,,,
2444.005,0.789,,,,
2444.78,0.776,,,,
2445.525,0.744,,,,
2446.269,0.744,,,,
2446.994,0.725,,,,
2447.694,0.7,,,,
2448.38,0.686,,,,
2449.061,0.681,,,,
2449.744,0.683,,,,
2450.435,0.691,,,,
2451.187,0.752,,,,
2451.956,0.769,,,,
2452.76,0.804,,,,
2453.578,0.818,,,,
2454.416,0.838,,,,
2455.266,0.85,,,,
2456.072,0.807,,,,
2456.838,0.766,,,,
2457.611,0.773,,,,
2458.385,0.774,,,,
2459.141,0.756,,,,
2459.871,0.729,,,,
2460.572,0.702,,,,
2461.268,0.696,,,,
2461.986,0.718,,,,
2462.739,0.753,,,,
2463.58,0.841,,,,
2464.526,0.946,,,,
2465.507,0.981,,,,
2466.48,0.973,,,,
2467.408,0.928,,,,
2468.329,0.921,,,,
2469.26,0.931,,,,
2470.137,0.877,,,,
2470.936,0.799,,,,
2471.729,0.793,,,,
2472.528,0.798,,,,
2473.359,0.831,,,,
2474.207,0.849,,,,
2475.024,0.816,,,,
2475.904,0.88,,,,
2476.815,0.911,,,,
2477.698,0.883,,,,
2478.519,0.821,,,,
2479.4,0.881,,,,
2480.316,0.917,,,,
2481.17,0.853,,,,
2481.999,0.83,,,,
2482.822,0.822,,,,
2483.666,0.844,,,,
2484.433,0.767,,,,
2485.175,0.742,,,,
2485.925,0.75,,,,
2486.703,0.778,,,,
2487.458,0.755,,,,
2488.238,0.78,,,,
2489.016,0.778,,,,
2489.78,0.765,,,,
2490.588,0.807,,,,
2491.385,0.797,,,,
2492.174,0.789,,,,
2492.954,0.78,,,,
2493.686,0.732,,,,
2494.415,0.729,,,,
2495.137,0.722,,,,
2495.885,0.748,,,,
2496.677,0.793,,,,
2497.525,0.848,,,,
2498.378,0.852,,,,
2499.167,0.789,,,,
2499.912,0.745,,,,
2500.624,0.711,,,,
2501.318,0.694,,,,
2502.017,0.7,,,,
2502.791,0.774,,,,
2503.552,0.761,,,,
2504.356,0.804,,,,
2505.349,0.993,,,,
2506.341,0.992,,,,
2507.296,0.955,,,,
2508.215,0.918,,,,
2509.206,0.991,,,,
2510.154,0.948,,,,
2511.081,0.927,,,,
2511.994,0.912,,,,
2512.857,0.863,,,,
2513.747,0.89,,,,
2514.65,0.902,,,,
2515.541,0.891,,,,
2516.246,0.705,,,,
2517.179,0.934,,,,
2517.976,0.797,,,,
2518.778,0.802,,,,
2519.532,0.755,,,,
2520.291,0.759,,,,
2521.109,0.818,,,,
2521.976,0.868,,,,
2522.779,0.803,,,,
2523.657,0.878,,,,
2524.566,0.909,,,,
2525.383,0.817,,,,
2526.199,0.815,,,,
2527.008,0.809,,,,
2527.847,0.84,,,,
2528.622,0.775,,,,
2529.476,0.854,,,,
2530.383,0.907,,,,
2531.247,0.865,,,,
2532.118,0.871,,,,
2533.069,0.951,,,,
2534.026,0.957,,,,
2534.93,0.904,,,,
2535.823,0.893,,,,
2536.747,0.925,,,,
2537.646,0.899,,,,
2538.448,0.802,,,,
2539.262,0.814,,,,
2540.108,0.846,,,,
2540.993,0.885,,,,
2541.818,0.825,,,,
2542.693,0.876,,,,
2543.619,0.925,,,,
2544.569,0.95,,,,
2545.466,0.897,,,,
2546.376,0.91,,,,
2547.278,0.902,,,,
2548.161,0.883,,,,
2548.966,0.805,,,,
2549.796,0.83,,,,
2550.642,0.846,,,,
2551.479,0.836,,,,
2552.357,0.878,,,,
2553.267,0.91,,,,
2554.168,0.9,,,,
2554.981,0.814,,,,
2555.823,0.841,,,,
2556.624,0.801,,,,
2557.406,0.782,,,,
2558.157,0.751,,,,
2558.879,0.722,,,,
2559.578,0.699,,,,
2560.245,0.667,,,,
2560.92,0.675,,,,
2561.59,0.671,,,,
2562.249,0.659,,,,
2562.967,0.718,,,,
2563.831,0.865,,,,
2564.609,0.778,,,,
2565.479,0.87,,,,
2566.412,0.933,,,,
2567.298,0.886,,,,
2568.095,0.798,,,,
2568.927,0.832,,,,
2569.826,0.899,,,,
2570.661,0.834,,,,
2571.41,0.749,,,,
2572.162,0.753,,,,
2572.973,0.811,,,,
2573.92,0.947,,,,
2574.749,0.829,,,,
2575.699,0.95,,,,
2576.612,0.913,,,,
2577.525,0.913,,,,
2578.371,0.846,,,,
2579.258,0.887,,,,
2580.108,0.85,,,,
2580.955,0.847,,,,
2581.82,0.865,,,,
2582.717,0.896,,,,
2583.555,0.838,,,,
2584.449,0.894,,,,
2585.38,0.931,,,,
2586.282,0.902,,,,
2587.108,0.825,,,,
2587.908,0.8,,,,
2588.72,0.812,,,,
2589.53,0.81,,,,
2590.311,0.781,,,,
2591.053,0.742,,,,
2591.753,0.7,,,,
2592.427,0.674,,,,
2593.08,0.653,,,,
2593.72,0.64,,,,
2594.372,0.652,,,,
2595.095,0.723,,,,
2595.907,0.812,,,,
2596.66,0.753,,,,
2597.496,0.836,,,,
2598.449,0.953,,,,
2599.416,0.968,,,,
2600.342,0.925,,,,
2601.202,0.861,,,,
2602.124,0.922,,,,
2603.068,0.943,,,,
2604.022,0.954,,,,
2604.89,0.868,,,,
2605.825,0.935,,,,
2606.767,0.943,,,,
2607.669,0.901,,,,
2608.556,0.887,,,,
2609.487,0.93,,,,
2610.392,0.906,,,,
2611.286,0.893,,,,
2612.202,0.916,,,,
2613.141,0.939,,,,
2614.066,0.925,,,,
2614.932,0.866,,,,
2615.863,0.93,,,,
2616.781,0.918,,,,
2617.719,0.938,,,,
2618.597,0.878,,,,
2619.495,0.897,,,,
2620.43,0.935,,,,
2621.332,0.903,,,,
2622.148,0.816,,,,
2622.954,0.806,,,,
2623.689,0.735,,,,
2624.43,0.741,,,,
2625.24,0.81,,,,
2626.002,0.762,,,,
2626.78,0.778,,,,
2627.552,0.771,,,,
2628.318,0.767,,,,
2629.173,0.855,,,,
2630.025,0.852,,,,
2630.897,0.872,,,,
2631.751,0.854,,,,
2632.54,0.789,,,,
2633.333,0.793,,,,
2634.093,0.76,,,,
2634.895,0.802,,,,
2635.655,0.76,,,,
2636.39,0.735,,,,
2637.183,0.794,,,,
2638.205,1.022,,,,
2638.992,0.787,,,,
2639.659,0.667,,,,
2640.618,0.959,,,,
2641.463,0.845,,,,
2642.29,0.827,,,,
2643.217,0.927,,,,
2644.065,0.848,,,,
2644.962,0.896,,,,
2645.77,0.808,,,,
2646.593,0.823,,,,
2647.383,0.791,,,,
2648.296,0.912,,,,
2649.126,0.83,,,,
2650.008,0.883,,,,
2650.925,0.917,,,,
2651.878,0.953,,,,
2652.786,0.908,,,,
2653.689,0.903,,,,
2654.567,0.878,,,,
2655.435,0.868,,,,
2656.262,0.827,,,,
2657.058,0.796,,,,
2657.869,0.811,,,,
2658.679,0.81,,,,
2659.456,0.776,,,,
2660.197,0.741,,,,
2660.965,0.768,,,,
2661.787,0.823,,,,
2662.646,0.858,,,,
2663.44,0.795,,,,
2664.206,0.765,,,,
2665.019,0.814,,,,
2665.88,0.861,,,,
2666.666,0.785,,,,
2667.456,0.79,,,,
2668.265,0.809,,,,
2669.083,0.818,,,,
2669.847,0.764,,,,
2670.622,0.775,,,,
2671.415,0.793,,,,
2672.217,0.802,,,,
2672.988,0.771,,,,
2673.74,0.753,,,,
2674.52,0.779,,,,
2675.307,0.787,,,,
2676.078,0.772,,,,
2676.827,0.748,,,,
2677.622,0.796,,,,
2678.455,0.833,,,,
2679.235,0.78,,,,
2680.038,0.804,,,,
2680.893,0.855,,,,
2681.762,0.869,,,,
2682.565,0.803,,,,
2683.307,0.742,,,,
2684.047,0.74,,,,
2684.804,0.756,,,,
2685.568,0.765,,,,
2686.329,0.761,,,,
2687.128,0.799,,,,
2687.958,0.829,,,,
2688.744,0.787,,,,
2689.49,0.746,,,,
2690.228,0.738,,,,
2690.94,0.712,,,,
2691.656,0.716,,,,
2692.405,0.749,,,,
2693.141,0.736,,,,
2693.877,0.736,,,,
2694.638,0.762,,,,
2695.377,0.739,,,,
2696.177,0.8,,,,
2697.047,0.87,,,,
2697.973,0.926,,,,
2698.845,0.872,,,,
2699.774,0.93,,,,
2700.718,0.944,,,,
2701.672,0.954,,,,
2702.603,0.931,,,,
2703.508,0.906,,,,
2704.408,0.9,,,,
2705.283,0.875,,,,
2706.187,0.904,,,,
2707.062,0.875,,,,
2707.968,0.906,,,,
2708.837,0.869,,,,
2709.699,0.862,,,,
2710.539,0.841,,,,
2711.143,0.604,,,,
2712.226,1.082,,,,
2713.01,0.784,,,,
2713.758,0.748,,,,
2714.546,0.787,,,,
2715.354,0.809,,,,
2716.166,0.811,,,,
2716.916,0.75,,,,
2717.705,0.789,,,,
2718.526,0.821,,,,
2719.32,0.794,,,,
2720.087,0.766,,,,
2720.869,0.782,,,,
2721.647,0.778,,,,
2722.445,0.798,,,,
2723.269,0.824,,,,
2724.047,0.778,,,,
2724.766,0.719,,,,
2725.467,0.701,,,,
2726.19,0.722,,,,
2726.94,0.751,,,,
2727.792,0.852,,,,
2728.686,0.894,,,,
2729.482,0.796,,,,
2730.342,0.86,,,,
2731.257,0.915,,,,
2732.232,0.975,,,,
2733.148,0.916,,,,
2733.988,0.84,,,,
2734.766,0.778,,,,
2735.549,0.783,,,,
2736.325,0.776,,,,
2737.117,0.791,,,,
2737.928,0.811,,,,
2738.708,0.78,,,,
2739.508,0.8,,,,
2740.334,0.827,,,,
2741.175,0.84,,,,
2741.999,0.825,,,,
2742.8,0.801,,,,
2743.543,0.742,,,,
2744.265,0.722,,,,
2744.968,0.704,,,,
2745.66,0.691,,,,
2746.364,0.704,,,,
2747.078,0.714,,,,
2747.791,0.713,,,,
2748.515,0.724,,,,
2749.249,0.735,,,,
2749.981,0.731,,,,
2750.835,0.854,,,,
2751.749,0.914,,,,
2752.611,0.861,,,,
2753.398,0.787,,,,
2754.179,0.781,,,,
2754.988,0.809,,,,
2755.872,0.884,,,,
2756.807,0.935,,,,
2757.755,0.947,,,,
2758.664,0.91,,,,
2759.565,0.9,,,,
2760.487,0.923,,,,
2761.391,0.903,,,,
2762.237,0.847,,,,
2763.097,0.86,,,,
2763.97,0.874,,,,
2764.777,0.806,,,,
2765.564,0.787,,,,
2766.387,0.823,,,,
2767.248,0.861,,,,
2768.055,0.807,,,,
2768.867,0.812,,,,
2769.735,0.868,,,,
2770.61,0.874,,,,
2771.433,0.823,,,,
2772.222,0.789,,,,
2773.048,0.826,,,,
2773.921,0.872,,,,
2774.788,0.867,,,,
2775.582,0.794,,,,
2776.42,0.838,,,,
2777.289,0.869,,,,
2778.157,0.867,,,,
2778.983,0.826,,,,
2779.798,0.815,,,,
2780.63,0.833,,,,
2781.46,0.83,,,,
2782.209,0.749,,,,
2782.942,0.733,,,,
2783.668,0.726,,,,
2784.392,0.725,,,,
2785.09,0.697,,,,
2785.811,0.721,,,,
2786.595,0.784,,,,
2787.418,0.823,,,,
2788.173,0.756,,,,
2788.91,0.736,,,,
2789.678,0.768,,,,
2790.416,0.738,,,,
2791.17,0.754,,,,
2791.921,0.751,,,,
2792.641,0.72,,,,
2793.354,0.714,,,,
2794.108,0.753,,,,
2794.89,0.782,,,,
2795.718,0.829,,,,
2796.515,0.796,,,,
2797.343,0.828,,,,
2798.182,0.839,,,,
2798.974,0.793,,,,
2799.771,0.796,,,,
2800.557,0.787,,,,
2801.308,0.751,,,,
2801.769,0.461,,,,
2802.055,0.286,,,,
2802.794,0.739,,,,
2803.515,0.72,,,,
2804.218,0.703,,,,
2804.921,0.703,,,,
2805.642,0.721,,,,
2806.382,0.74,,,,
2807.093,0.711,,,,
2807.915,0.822,,,,
2808.665,0.75,,,,
2809.412,0.747,,,,
2810.197,0.785,,,,
2811.023,0.826,,,,
2811.872,0.849,,,,
2812.748,0.876,,,,
2813.632,0.884,,,,
2814.541,0.909,,,,
2815.466,0.925,,,,
2816.337,0.871,,,,
2817.158,0.821,,,,
2818.01,0.851,,,,
2818.883,0.874,,,,
2819.791,0.907,,,,
2820.667,0.876,,,,
2821.528,0.861,,,,
2822.358,0.83,,,,
2823.167,0.809,,,,
2823.942,0.775,,,,
2824.691,0.749,,,,
2825.413,0.722,,,,
2826.117,0.704,,,,
2826.81,0.693,,,,
2827.475,0.665,,,,
2828.155,0.68,,,,
2828.84,0.684,,,,
2829.508,0.668,,,,
2830.157,0.649,,,,
2830.828,0.671,,,,
2831.548,0.72,,,,
2832.318,0.77,,,,
2833.126,0.808,,,,
2833.947,0.821,,,,
2834.775,0.829,,,,
2835.553,0.778,,,,
2836.344,0.791,,,,
2837.167,0.823,,,,
2837.965,0.798,,,,
2838.752,0.787,,,,
2839.507,0.755,,,,
2840.222,0.715,,,,
2840.906,0.684,,,,
2841.577,0.671,,,,
2842.235,0.658,,,,
2842.91,0.675,,,,
2843.63,0.72,,,,
2844.48,0.851,,,,
2845.39,0.909,,,,
2846.226,0.836,,,,
2847.134,0.909,,,,
2848.06,0.926,,,,
2848.986,0.926,,,,
2849.851,0.865,,,,
2850.705,0.854,,,,
2851.586,0.881,,,,
2852.476,0.89,,,,
2853.306,0.83,,,,
2854.058,0.753,,,,
2854.798,0.74,,,,
2855.535,0.736,,,,
2856.261,0.726,,,,
2857.004,0.743,,,,
2857.786,0.781,,,,
2858.588,0.803,,,,
2859.462,0.874,,,,
2860.378,0.916,,,,
2861.298,0.92,,,,
2862.207,0.908,,,,
2863.041,0.834,,,,
2863.868,0.827,,,,
2864.674,0.806,,,,
2865.478,0.804,,,,
2866.262,0.784,,,,
2867.047,0.784,,,,
2867.81,0.763,,,,
2868.561,0.751,,,,
2869.295,0.734,,,,
2870.07,0.775,,,,
2870.903,0.832,,,,
2871.733,0.831,,,,
2872.571,0.838,,,,
2873.407,0.836,,,,
2874.245,0.838,,,,
2875.032,0.787,,,,
2875.786,0.754,,,,
2876.538,0.752,,,,
2877.298,0.76,,,,
2878.063,0.765,,,,
2878.855,0.792,,,,
2879.657,0.802,,,,
2880.423,0.766,,,,
2881.16,0.736,,,,
2881.902,0.742,,,,
2882.63,0.729,,,,
2883.374,0.744,,,,
2884.155,0.78,,,,
2885.019,0.865,,,,
2885.92,0.901,,,,
2886.816,0.896,,,,
2887.656,0.84,,,,
2888.478,0.822,,,,
2889.298,0.82,,,,
2890.093,0.794,,,,
2890.815,0.722,,,,
2891.505,0.689,,,,
2892.189,0.685,,,,
2892.87,0.68,,,,
2893.547,0.677,,,,
2894.256,0.709,,,,
2895.021,0.765,,,,
2895.828,0.807,,,,
2896.674,0.846,,,,
2897.459,0.785,,,,
2898.255,0.795,,,,
2899.051,0.796,,,,
2899.838,0.787,,,,
2900.647,0.809,,,,
2901.465,0.818,,,,
2902.246,0.78,,,,
2903.033,0.787,,,,
2903.84,0.807,,,,
2904.653,0.813,,,,
2905.458,0.805,,,,
2906.278,0.82,,,,
2907.041,0.762,,,,
2907.848,0.807,,,,
2908.657,0.809,,,,
2909.504,0.848,,,,
2910.329,0.825,,,,
2911.17,0.841,,,,
2912.022,0.851,,,,
2912.847,0.825,,,,
2913.667,0.82,,,,
2914.43,0.764,,,,
2915.228,0.797,,,,
2916.05,0.822,,,,
2916.905,0.856,,,,
2917.761,0.856,,,,
2918.582,0.821,,,,
2919.428,0.846,,,,
2920.259,0.831,,,,
2921.077,0.818,,,,
2921.843,0.767,,,,
2922.613,0.77,,,,
2923.412,0.798,,,,
2924.243,0.832,,,,
2925.068,0.824,,,,
2925.841,0.773,,,,
2926.648,0.807,,,,
2927.49,0.841,,,,
2928.273,0.783,,,,
2929.009,0.736,,,,
2929.766,0.757,,,,
2930.563,0.798,,,,
2931.372,0.809,,,,
2932.116,0.744,,,,
2932.879,0.763,,,,
2933.732,0.853,,,,
2934.619,0.887,,,,
2935.513,0.894,,,,
2936.329,0.816,,,,
2937.128,0.799,,,,
2937.918,0.791,,,,
2938.757,0.839,,,,
2939.549,0.792,,,,
2940.322,0.773,,,,
2941.105,0.783,,,,
2941.892,0.787,,,,
2942.694,0.802,,,,
2943.504,0.81,,,,
2944.322,0.817,,,,
2945.074,0.752,,,,
2945.827,0.754,,,,
2946.55,0.723,,,,
2947.248,0.698,,,,
2947.953,0.705,,,,
2948.653,0.7,,,,
2949.345,0.693,,,,
2950.078,0.733,,,,
2950.857,0.779,,,,
2951.632,0.775,,,,
2952.444,0.813,,,,
2953.295,0.851,,,,
2954.171,0.876,,,,
2954.981,0.81,,,,
2955.74,0.759,,,,
2956.515,0.775,,,,
2957.354,0.839,,,,
2958.165,0.811,,,,
2958.939,0.774,,,,
2959.827,0.888,,,,
2960.777,0.95,,,,
2961.662,0.885,,,,
2962.521,0.858,,,,
2963.353,0.832,,,,
2964.197,0.844,,,,
2965.103,0.906,,,,
2965.951,0.848,,,,
2966.72,0.769,,,,
2967.495,0.775,,,,
2968.304,0.809,,,,
2969.147,0.843,,,,
2969.94,0.793,,,,
2970.817,0.877,,,,
2971.692,0.875,,,,
2972.537,0.845,,,,
2973.367,0.83,,,,
2974.159,0.792,,,,
2974.918,0.758,,,,
2975.702,0.785,,,,
2976.546,0.843,,,,
2977.425,0.879,,,,
2978.272,0.847,,,,
2979.175,0.903,,,,
2980.097,0.922,,,,
2980.988,0.891,,,,
2981.815,0.827,,,,
2982.63,0.816,,,,
2983.412,0.782,,,,
2984.22,0.808,,,,
2985.027,0.806,,,,
2985.851,0.824,,,,
2986.693,0.842,,,,
2987.509,0.816,,,,
2988.338,0.829,,,,
2989.199,0.861,,,,
2990.113,0.915,,,,
2991.03,0.917,,,,
2991.898,0.868,,,,
2992.762,0.864,,,,
2993.572,0.811,,,,
2994.343,0.771,,,,
2995.107,0.764,,,,
2995.888,0.781,,,,
2996.675,0.787,,,,
2997.483,0.807,,,,
2998.359,0.876,,,,
2999.276,0.917,,,,
3000.227,0.951,,,,
3001.158,0.931,,,,
3002.05,0.892,,,,
3002.951,0.901,,,,
3003.852,0.901,,,,
3004.753,0.901,,,,
3005.577,0.825,,,,
3006.42,0.842,,,,
3007.317,0.897,,,,
3008.2,0.884,,,,
3009.036,0.835,,,,
3009.876,0.84,,,,
3010.787,0.912,,,,
3011.718,0.931,,,,
3012.587,0.868,,,,
3013.405,0.819,,,,
3014.248,0.843,,,,
3015.09,0.842,,,,
3015.855,0.765,,,,
3016.622,0.767,,,,
3017.417,0.795,,,,
3018.276,0.859,,,,
3019.085,0.809,,,,
3019.938,0.852,,,,
3020.8,0.862,,,,
3021.643,0.843,,,,
3022.411,0.767,,,,
3023.208,0.798,,,,
3024.027,0.819,,,,
3024.855,0.828,,,,
3025.616,0.761,,,,
3026.398,0.782,,,,
3027.23,0.832,,,,
3028.1,0.869,,,,
3028.878,0.779,,,,
3029.673,0.795,,,,
3030.477,0.804,,,,
3031.247,0.77,,,,
3031.988,0.741,,,,
3032.745,0.757,,,,
3033.511,0.766,,,,
3034.26,0.749,,,,
3034.969,0.709,,,,
3035.708,0.739,,,,
3036.517,0.809,,,,
3037.382,0.865,,,,
3038.17,0.788,,,,
3039.009,0.839,,,,
3039.856,0.847,,,,
3040.618,0.762,,,,
3041.408,0.79,,,,
3042.257,0.848,,,,
3043.068,0.811,,,,
3043.864,0.796,,,,
3044.63,0.765,,,,
3045.382,0.753,,,,
3046.168,0.785,,,,
3046.996,0.828,,,,
3047.85,0.854,,,,
3048.695,0.845,,,,
3049.528,0.832,,,,
3050.417,0.889,,,,
3051.298,0.881,,,,
3052.082,0.783,,,,
3052.878,0.796,,,,
3053.675,0.797,,,,
3054.506,0.831,,,,
3055.291,0.785,,,,
3056.059,0.769,,,,
3056.831,0.771,,,,
3057.647,0.816,,,,
3058.571,0.924,,,,
3059.473,0.902,,,,
3060.32,0.846,,,,
3061.128,0.809,,,,
3061.966,0.838,,,,
3062.746,0.78,,,,
3063.529,0.783,,,,
3064.367,0.838,,,,
3065.167,0.8,,,,
3065.917,0.75,,,,
3066.642,0.726,,,,
3067.372,0.729,,,,
3068.09,0.718,,,,
3068.794,0.705,,,,
3069.497,0.703,,,,
3070.197,0.7,,,,
3070.927,0.729,,,,
3071.737,0.811,,,,
3072.553,0.816,,,,
3073.378,0.825,,,,
3074.207,0.829,,,,
3074.97,0.763,,,,
3075.738,0.768,,,,
3076.513,0.775,,,,
3077.323,0.81,,,,
3078.099,0.776,,,,
3078.841,0.742,,,,
3079.623,0.782,,,,
3080.458,0.835,,,,
3081.327,0.869,,,,
3082.093,0.766,,,,
3082.865,0.771,,,,
3083.687,0.822,,,,
3084.555,0.868,,,,
3085.338,0.784,,,,
3086.108,0.77,,,,
3086.898,0.789,,,,
3087.735,0.838,,,,
3088.583,0.848,,,,
3089.385,0.802,,,,
3090.214,0.829,,,,
3091.126,0.912,,,,
3092.028,0.902,,,,
3092.879,0.852,,,,
3093.742,0.862,,,,
3094.569,0.828,,,,
3095.377,0.807,,,,
3096.172,0.795,,,,
3096.932,0.76,,,,
3097.666,0.734,,,,
3098.371,0.705,,,,
3099.05,0.68,,,,
3099.732,0.681,,,,
3100.458,0.726,,,,
3101.218,0.76,,,,
3101.968,0.751,,,,
3102.708,0.739,,,,
3103.487,0.779,,,,
3104.327,0.84,,,,
3105.127,0.8,,,,
3105.971,0.844,,,,
3106.818,0.848,,,,
3107.626,0.807,,,,
3108.381,0.755,,,,
3109.104,0.724,,,,
3109.828,0.724,,,,
3110.53,0.702,,,,
3111.249,0.719,,,,
3111.978,0.729,,,,
3112.687,0.709,,,,
3113.375,0.688,,,,
3114.054,0.678,,,,
3114.725,0.671,,,,
3115.457,0.732,,,,
3116.25,0.793,,,,
3116.963,0.713,,,,
3117.688,0.725,,,,
3118.455,0.766,,,,
3119.28,0.826,,,,
3120.077,0.797,,,,
3120.813,0.735,,,,
3121.605,0.793,,,,
3122.505,0.9,,,,
3123.347,0.842,,,,
3124.209,0.862,,,,
3125.039,0.83,,,,
3125.881,0.842,,,,
3126.703,0.822,,,,
3127.483,0.78,,,,
3128.247,0.763,,,,
3128.983,0.736,,,,
3129.727,0.745,,,,
3130.51,0.782,,,,
3131.268,0.758,,,,
3132.046,0.778,,,,
3132.873,0.827,,,,
3133.711,0.838,,,,
3134.505,0.794,,,,
3135.25,0.745,,,,
3136.004,0.754,,,,
3136.81,0.805,,,,
3137.67,0.86,,,,
3138.623,0.954,,,,
3139.525,0.902,,,,
3140.425,0.9,,,,
3141.34,0.915,,,,
3142.247,0.907,,,,
3143.152,0.905,,,,
3144.011,0.859,,,,
3144.832,0.821,,,,
3145.642,0.809,,,,
3146.485,0.843,,,,
3147.37,0.885,,,,
3148.286,0.916,,,,
