Insert_Size	DF_980_3_GFP
2544	4898
2545	4933
2546	5457
2547	5274
2548	5460
2549	5108
2550	5547
2551	5438
2552	5158
2553	5219
2554	5171
2555	5256
2556	5662
2557	5247
2558	5443
2559	5276
2560	5722
2561	5950
2562	5973
2563	5975
2564	5556
2565	5579
2566	5597
2567	5481
2568	5696
2569	5914
2570	5807
2571	5446
2572	5175
2573	5896
2574	5801
2575	5824
2576	5521
2577	5661
2578	5714
2579	5466
2580	5589
2581	5580
2582	5975
2583	6009
2584	6081
2585	6448
2586	5989
2587	6445
2588	6893
2589	7278
2590	7796
2591	7626
2592	7663
2593	6564
2594	7071
2595	6603
2596	6034
2597	6840
2598	6657
2599	6211
2600	6041
2601	5221
2602	5207
2603	5373
2604	5550
2605	5716
2606	5561
2607	5471
2608	5383
2609	5152
2610	5428
2611	5263
2612	5316
2613	5816
2614	5666
2615	5726
2616	6086
2617	6436
2618	5951
2619	5477
2620	6025
2621	5875
2622	5863
2623	5565
2624	4951
2625	4699
2626	4870
2627	4993
2628	4644
2629	5037
2630	5073
2631	5371
2632	5598
2633	5265
2634	4965
2635	4932
2636	5063
2637	5137
2638	4914
2639	5383
2640	5040
2641	5018
2642	5086
2643	4783
2644	5088
2645	5043
2646	5714
2647	6270
2648	5449
2649	7495
2650	4992
2651	5203
2652	5089
2653	5478
2654	4677
2655	4604
2656	4198
2657	4642
2658	4980
2659	4887
2660	5907
2661	4631
2662	4900
2663	4843
2664	5014
2665	4517
2666	4469
2667	4236
2668	4263
2669	4222
2670	4475
2671	4578
2672	4672
2673	5016
2674	4657
2675	5003
2676	3934
2677	3929
2678	4327
2679	4446
2680	5004
2681	4853
2682	4488
2683	4048
2684	4430
2685	4285
2686	4468
2687	4434
2688	4331
2689	4417
2690	5085
2691	4216
2692	4373
2693	4527
2694	5067
2695	4586
2696	5501
2697	4357
2698	4187
2699	4283
2700	4246
2701	4189
2702	4281
2703	4382
2704	4351
2705	4661
2706	4115
2707	4389
2708	4339
2709	4592
2710	4366
2711	4235
2712	4447
2713	4634
2714	4757
2715	5118
2716	4776
2717	4674
2718	4250
2719	4347
2720	4137
2721	4342
2722	4611
2723	4290
2724	4997
2725	4611
2726	4196
2727	4074
2728	4014
2729	4315
2730	4403
2731	4528
2732	5143
2733	4536
2734	6381
2735	4058
2736	4038
2737	4063
2738	4457
2739	4177
2740	4693
2741	4393
2742	4001
2743	4346
2744	4018
2745	3932
2746	3996
2747	4013
2748	4017
2749	3981
2750	4130
2751	3911
2752	3858
2753	3967
2754	4028
2755	3915
2756	3803
2757	3915
2758	3788
2759	3987
2760	3839
2761	3813
2762	3932
2763	3745
2764	3789
2765	3637
2766	3879
2767	3862
2768	3792
2769	3651
2770	3798
2771	3788
2772	3793
2773	3703
2774	3746
2775	3771
2776	3788
2777	3625
2778	3593
2779	3794
2780	3653
2781	3724
2782	3677
2783	3708
2784	3505
2785	3884
2786	3607
2787	3607
2788	3914
2789	3737
2790	3757
2791	3610
2792	3703
2793	3565
2794	3692
2795	3761
2796	3788
2797	3802
2798	3586
2799	3728
2800	3650
2801	3614
2802	3710
2803	3595
2804	3675
2805	3450
2806	3519
2807	3505
2808	3697
2809	3495
2810	3668
2811	3522
2812	3517
2813	3628
2814	3577
2815	3914
2816	3525
2817	3388
2818	3530
2819	3534
2820	3519
2821	3686
2822	3541
2823	3642
2824	3454
2825	3605
2826	3520
2827	3332
2828	3545
2829	3778
2830	3673
2831	3780
2832	3976
2833	3667
2834	3773
2835	3606
2836	3647
2837	3570
2838	3649
2839	3571
2840	3923
2841	3785
2842	3650
2843	3756
2844	3750
2845	3811
2846	3906
2847	3662
2848	3811
2849	3801
2850	3838
2851	3562
2852	3906
2853	4040
2854	3921
2855	3818
2856	3572
2857	4049
2858	3686
2859	3881
2860	3950
2861	3702
2862	3796
2863	3739
2864	3872
2865	3806
2866	3792
2867	4095
2868	3990
2869	4001
2870	3873
2871	4099
2872	3935
2873	3857
2874	3701
2875	3845
2876	3840
2877	3793
2878	3839
2879	3731
2880	3963
2881	4148
2882	4045
2883	3949
2884	3814
2885	3751
2886	3985
2887	3883
2888	3879
2889	3764
2890	3853
2891	3818
2892	3650
2893	3934
2894	3679
2895	3735
2896	3933
2897	3601
2898	3782
2899	3725
2900	3669
2901	3613
2902	3686
2903	3534
2904	3489
2905	3923
2906	3797
2907	3763
2908	3981
2909	3538
2910	3686
2911	3631
2912	3543
2913	4088
2914	3727
2915	3977
2916	3722
2917	3799
2918	3736
2919	3708
2920	4505
2921	3757
2922	3662
2923	3741
2924	3615
2925	3732
2926	3683
2927	3830
2928	3913
2929	3843
2930	4188
2931	3848
2932	3783
2933	3677
2934	3826
2935	3888
2936	3978
2937	3972
2938	3846
2939	3692
2940	3672
2941	3800
2942	3776
2943	3946
2944	3758
2945	3827
2946	3678
2947	4079
2948	4076
2949	4485
2950	4081
2951	3870
2952	4063
2953	3868
2954	4036
2955	4000
2956	4326
2957	4547
2958	4307
2959	5766
2960	4095
2961	3914
2962	3839
2963	3782
2964	3977
2965	4383
2966	3594
2967	3729
2968	3680
2969	3702
2970	3571
2971	3670
2972	3677
2973	3657
2974	4014
2975	3696
2976	3909
2977	3623
2978	3832
2979	3688
2980	3751
2981	3770
2982	3708
2983	3969
2984	3685
2985	4029
2986	3708
2987	4084
2988	3854
2989	3606
2990	3724
2991	3950
2992	3677
2993	3768
2994	3768
2995	3670
2996	3821
2997	3802
2998	3775
2999	3766
3000	3692
3001	3900
3002	3761
3003	3887
3004	3727
3005	3974
3006	3827
3007	4089
3008	3937
3009	3869
3010	3707
3011	3969
3012	3831
3013	3888
3014	4045
3015	4083
3016	4006
3017	3875
3018	4291
3019	3817
3020	3980
3021	3958
3022	4234
3023	3907
3024	3980
3025	3902
3026	3894
3027	3782
3028	4056
3029	4119
3030	4282
3031	4034
3032	4532
3033	3858
3034	3941
3035	4188
3036	3807
3037	3695
3038	3791
3039	3766
3040	3939
3041	4025
3042	3919
3043	3948
3044	3762
3045	4093
3046	3791
3047	4040
3048	4054
3049	4056
3050	4070
3051	3964
3052	4045
3053	4165
3054	4000
3055	4288
3056	4392
3057	4245
3058	4091
3059	4431
3060	4545
3061	4705
3062	4439
3063	4611
3064	4229
3065	4235
3066	3978
3067	4147
3068	4332
3069	4151
3070	4531
3071	4423
3072	4477
3073	4374
3074	4520
3075	4262
3076	4153
3077	4239
3078	4281
3079	4544
3080	4373
3081	4214
3082	4153
3083	4197
3084	4134
3085	4643
3086	4196
3087	4122
3088	4541
3089	4553
3090	4382
3091	4255
3092	4259
3093	4090
3094	4160
3095	4150
3096	4001
3097	4029
3098	4267
3099	4185
3100	4245
3101	4181
3102	4022
3103	3900
3104	3802
3105	3989
3106	3895
3107	3924
3108	3912
3109	3903
3110	3760
3111	3879
3112	3651
3113	3822
3114	3456
3115	3866
3116	3722
3117	4164
3118	3917
3119	3932
3120	3973
3121	4005
3122	3484
3123	3629
3124	3623
3125	3600
3126	3673
3127	3876
3128	3669
3129	3472
3130	3517
3131	3701
3132	3671
3133	3793
3134	3645
3135	3694
3136	3577
3137	3639
3138	3482
3139	3431
3140	3266
3141	3348
3142	3759
3143	3667
3144	3592
3145	3498
3146	3366
3147	3440
3148	3808
3149	3800
3150	3876
3151	3543
3152	3503
3153	3629
3154	3593
3155	3692
3156	3704
3157	3723
3158	3578
3159	3522
3160	3350
3161	3385
3162	3469
3163	3457
3164	3618
3165	3214
3166	3174
3167	3304
3168	3226
3169	3393
3170	3231
3171	3574
3172	3191
3173	3399
3174	3178
3175	3483
3176	3230
3177	3467
3178	3286
3179	3144
3180	3314
3181	3332
3182	3235
3183	3143
3184	3366
3185	3257
3186	3580
3187	3646
3188	3513
3189	3255
3190	3211
3191	3125
3192	3374
3193	3448
3194	3257
3195	3124
3196	3235
3197	3378
3198	3234
3199	3129
3200	3430
3201	3148
3202	3246
3203	3217
3204	3301
3205	3256
3206	3295
3207	3263
3208	3273
3209	3255
3210	3200
3211	3295
3212	3232
3213	3311
3214	3303
3215	3303
3216	3540
3217	3349
3218	3389
3219	3380
3220	3393
3221	3386
3222	3525
3223	3335
3224	3360
3225	3311
3226	3365
3227	3461
3228	3395
3229	3349
3230	3482
3231	3451
3232	3436
3233	3445
3234	3435
3235	3440
3236	3330
3237	3356
3238	3290
3239	3307
3240	3224
3241	3364
3242	3286
3243	3319
3244	3114
3245	3163
3246	3244
3247	3414
3248	3466
3249	3315
3250	3220
3251	3330
3252	3176
3253	3243
3254	3407
3255	3267
3256	3350
3257	3420
3258	3305
3259	3089
3260	3397
3261	3263
3262	3390
3263	3333
3264	3280
3265	3299
3266	3187
3267	3108
3268	3160
3269	3134
3270	3257
3271	3137
3272	3242
3273	3225
3274	3235
3275	3253
3276	3259
3277	3211
3278	3219
3279	3350
3280	3465
3281	3131
3282	3085
3283	3166
3284	3064
3285	3119
3286	3112
3287	2988
3288	2993
3289	3091
3290	3122
3291	3209
3292	3139
3293	3139
3294	3125
3295	3220
3296	3076
3297	3133
3298	3288
3299	3223
3300	3230
3301	3104
3302	3092
3303	3288
3304	3325
3305	3198
3306	2977
3307	3084
3308	3147
3309	3139
3310	3163
3311	3133
3312	3254
3313	2948
3314	3077
3315	3034
3316	3085
3317	3280
3318	3204
3319	3211
3320	3060
3321	3185
3322	3332
3323	3309
3324	3302
3325	3149
3326	3467
3327	3397
3328	3200
3329	3367
3330	3324
3331	3297
3332	3155
3333	3555
3334	3225
3335	3580
3336	3463
3337	3372
3338	3322
3339	3319
3340	3306
3341	3605
3342	3576
3343	4015
3344	3468
3345	3448
3346	3404
3347	3391
3348	3564
3349	3364
3350	3348
3351	3297
3352	3325
3353	3409
3354	3323
3355	3430
3356	3419
3357	3164
3358	3394
3359	3297
3360	3404
3361	3387
3362	3423
3363	3402
3364	3226
3365	3077
3366	3373
3367	3380
3368	3249
3369	3344
3370	3428
3371	3450
3372	3370
3373	3432
3374	3522
3375	3717
3376	3482
3377	3471
3378	3415
3379	3311
3380	3265
3381	3381
3382	3514
3383	3668
3384	3609
3385	3334
3386	3263
3387	3251
3388	3570
3389	3454
3390	3135
3391	3537
3392	3276
3393	3170
3394	3146
3395	3314
3396	3289
3397	3154
3398	3062
3399	3195
3400	3292
3401	3019
3402	3260
3403	3119
3404	3192
3405	3241
3406	3158
3407	3066
3408	3081
3409	3010
3410	2953
3411	3200
3412	3131
3413	3056
3414	3143
3415	2905
3416	3105
3417	3202
3418	3162
3419	2879
3420	3213
3421	2993
3422	2956
3423	2968
3424	3180
3425	3225
3426	2967
3427	3207
3428	3150
3429	3238
3430	2906
3431	3126
3432	2982
3433	2954
3434	3039
3435	3095
3436	3127
3437	2912
3438	2961
3439	2986
3440	3193
3441	3012
3442	3138
3443	3086
3444	3136
3445	3055
3446	3240
3447	3087
3448	3191
3449	2983
3450	3003
3451	2924
3452	3283
3453	2967
3454	3002
3455	3004
3456	3144
3457	2913
3458	2978
3459	2832
3460	2839
3461	2901
3462	2935
3463	2765
3464	3044
3465	2975
3466	2796
3467	3005
3468	2898
3469	3074
3470	2814
3471	3594
3472	2735
3473	2915
3474	2795
3475	2835
3476	2821
3477	2757
3478	2764
3479	2747
3480	2816
3481	2632
3482	2814
3483	2773
3484	2879
3485	2818
3486	2991
3487	3032
3488	2991
3489	3038
3490	2764
3491	2773
3492	2818
3493	2809
3494	2829
3495	2818
3496	2580
3497	2712
3498	2790
3499	2681
3500	2691
3501	2789
3502	2650
3503	2572
3504	2647
3505	2612
3506	2718
3507	2770
3508	2658
3509	2653
3510	2681
3511	2858
3512	2663
3513	2570
3514	2594
3515	2658
3516	2645
3517	2700
3518	2732
3519	2663
3520	2543
3521	2668
3522	2616
3523	2558
3524	2638
3525	2540
3526	2626
3527	2617
3528	2461
3529	2568
3530	2566
3531	2629
3532	2566
3533	2443
3534	2531
3535	2633
3536	2646
3537	2510
3538	2675
3539	2739
3540	2794
3541	2528
3542	2529
3543	2418
3544	2588
3545	2573
3546	2535
3547	2426
3548	2473
3549	2509
3550	2506
3551	2530
3552	2493
3553	2512
3554	2453
3555	2534
3556	2360
3557	2423
3558	2389
3559	2549
3560	2577
3561	2456
3562	2570
3563	2505
3564	2491
3565	2415
3566	2428
3567	2439
3568	2517
3569	2562
3570	2670
3571	2483
3572	2514
3573	2495
3574	2436
3575	2521
3576	2680
3577	2568
3578	2518
3579	2529
3580	2576
3581	2449
3582	2484
3583	2527
3584	2508
3585	2565
3586	2487
3587	2562
3588	2557
3589	2615
3590	2579
3591	2358
3592	2534
3593	2542
3594	2550
3595	2356
3596	2454
3597	2423
3598	2373
3599	2485
3600	2535
3601	2354
3602	2302
3603	2480
3604	2430
3605	2592
3606	2499
3607	2618
3608	2632
3609	2540
3610	2552
3611	2446
3612	2628
3613	2533
3614	2507
3615	2537
3616	2605
3617	2768
3618	2602
3619	2705
3620	2698
3621	2513
3622	2484
3623	2579
3624	2341
3625	2414
3626	2600
3627	2474
3628	2704
3629	2661
3630	2687
3631	2713
3632	2634
3633	2806
3634	2770
3635	2957
3636	3016
3637	2929
3638	2826
3639	2900
3640	3047
3641	2849
3642	2894
3643	3049
3644	2985
3645	2894
3646	2780
3647	2850
3648	2882
3649	2895
3650	2758
3651	2943
3652	2657
3653	2900
3654	2729
3655	2768
3656	2820
3657	2858
3658	2892
3659	2650
3660	2822
3661	2764
3662	2807
3663	2901
3664	2604
3665	2832
3666	2859
3667	2750
3668	2815
3669	2781
3670	2701
3671	2682
3672	2762
3673	2611
3674	2776
3675	2793
3676	2700
3677	2807
3678	2678
3679	2731
3680	2748
3681	2656
3682	3040
3683	2867
3684	2725
3685	2721
3686	2647
3687	2587
3688	2608
3689	2667
3690	2612
3691	2636
3692	2846
3693	2656
3694	2619
3695	2625
3696	2591
3697	2487
3698	2528
3699	2613
3700	2547
3701	2653
3702	2648
3703	2642
3704	2690
3705	2449
3706	2575
3707	2684
3708	2466
3709	2506
3710	2517
3711	2663
3712	2606
3713	2892
3714	2587
3715	2609
3716	2582
3717	2735
3718	2610
3719	2911
3720	2618
3721	2943
3722	2755
3723	2822
3724	2723
3725	2969
3726	2800
3727	2690
3728	2745
3729	2520
3730	2751
3731	2624
