Insert_Size	DF_980_3_GFP_tdt
2543	4756
2544	4610
2545	4737
2546	5058
2547	4996
2548	5063
2549	5047
2550	5208
2551	5051
2552	4855
2553	4885
2554	5035
2555	5148
2556	5260
2557	5043
2558	5239
2559	5150
2560	5437
2561	5870
2562	5745
2563	5822
2564	5488
2565	5449
2566	5112
2567	5404
2568	5519
2569	6203
2570	5626
2571	5535
2572	5170
2573	5648
2574	5713
2575	5633
2576	5858
2577	5712
2578	5590
2579	5482
2580	5685
2581	5676
2582	6011
2583	6091
2584	6036
2585	6708
2586	6052
2587	6560
2588	7058
2589	7496
2590	8758
2591	8387
2592	8872
2593	6790
2594	8077
2595	6817
2596	6861
2597	7895
2598	7688
2599	7228
2600	7260
2601	5567
2602	5847
2603	5697
2604	6078
2605	5997
2606	5565
2607	5420
2608	5287
2609	5153
2610	5313
2611	5148
2612	5304
2613	5547
2614	5491
2615	5705
2616	6001
2617	6440
2618	5925
2619	5373
2620	5867
2621	5684
2622	5694
2623	5296
2624	5024
2625	4777
2626	4885
2627	4978
2628	4705
2629	4696
2630	5123
2631	5268
2632	5336
2633	5255
2634	4854
2635	4792
2636	5024
2637	4757
2638	4665
2639	5065
2640	4977
2641	4949
2642	5035
2643	4712
2644	4700
2645	4814
2646	5456
2647	5837
2648	5583
2649	6859
2650	4998
2651	5045
2652	5112
2653	5327
2654	4686
2655	4440
2656	4220
2657	4513
2658	4834
2659	4741
2660	6056
2661	4626
2662	4900
2663	4817
2664	5116
2665	4480
2666	4522
2667	4312
2668	4144
2669	4083
2670	4169
2671	4464
2672	4441
2673	4840
2674	4313
2675	4555
2676	3918
2677	3800
2678	4022
2679	4078
2680	4528
2681	4261
2682	4042
2683	3808
2684	3873
2685	4031
2686	4008
2687	3982
2688	3993
2689	3964
2690	4544
2691	3995
2692	4117
2693	4162
2694	4445
2695	4152
2696	4951
2697	4145
2698	3918
2699	4064
2700	4062
2701	4057
2702	4156
2703	4056
2704	3913
2705	4411
2706	4195
2707	4284
2708	4292
2709	4270
2710	3918
2711	4057
2712	3986
2713	4341
2714	4603
2715	4794
2716	4586
2717	4678
2718	4176
2719	4279
2720	4192
2721	4401
2722	4446
2723	4330
2724	4794
2725	4548
2726	4281
2727	3999
2728	3878
2729	3952
2730	4081
2731	4620
2732	5229
2733	4760
2734	6656
2735	4074
2736	4010
2737	3826
2738	4319
2739	3993
2740	4316
2741	4052
2742	4040
2743	4069
2744	3924
2745	3693
2746	3740
2747	4042
2748	3898
2749	3991
2750	4016
2751	3878
2752	3842
2753	3766
2754	3857
2755	3792
2756	3714
2757	3749
2758	3706
2759	3669
2760	3767
2761	3746
2762	3802
2763	3736
2764	3689
2765	3711
2766	3621
2767	3899
2768	3803
2769	3834
2770	3737
2771	3598
2772	3660
2773	3735
2774	3546
2775	3754
2776	3688
2777	3623
2778	3651
2779	3667
2780	3521
2781	3624
2782	3743
2783	3630
2784	3558
2785	3663
2786	3625
2787	3518
2788	4169
2789	3745
2790	3787
2791	3793
2792	3881
2793	3766
2794	3626
2795	3639
2796	3702
2797	3664
2798	3429
2799	3506
2800	3519
2801	3585
2802	3710
2803	3626
2804	3618
2805	3507
2806	3515
2807	3700
2808	3730
2809	3579
2810	3526
2811	3551
2812	3508
2813	3611
2814	3626
2815	3872
2816	3506
2817	3546
2818	3468
2819	3580
2820	3598
2821	3666
2822	3663
2823	3581
2824	3443
2825	3523
2826	3452
2827	3394
2828	3569
2829	3761
2830	3496
2831	3827
2832	3829
2833	3570
2834	3642
2835	3577
2836	3650
2837	3581
2838	3735
2839	3733
2840	3822
2841	3701
2842	3718
2843	3740
2844	3740
2845	3608
2846	3756
2847	3649
2848	3796
2849	3646
2850	3721
2851	3615
2852	3771
2853	3838
2854	3832
2855	3731
2856	3713
2857	3918
2858	3439
2859	3699
2860	3585
2861	3581
2862	3612
2863	3783
2864	3636
2865	3640
2866	3887
2867	3803
2868	3726
2869	3861
2870	3805
2871	3691
2872	3807
2873	3579
2874	3611
2875	3726
2876	3582
2877	3660
2878	3701
2879	3567
2880	3880
2881	3934
2882	3796
2883	3635
2884	3630
2885	3835
2886	3810
2887	3692
2888	3786
2889	3419
2890	3734
2891	3733
2892	3649
2893	3730
2894	3726
2895	3616
2896	3981
2897	3501
2898	3670
2899	3411
2900	3565
2901	3455
2902	3483
2903	3546
2904	3515
2905	3638
2906	3495
2907	3633
2908	3763
2909	3535
2910	3501
2911	3334
2912	3458
2913	3976
2914	3518
2915	3666
2916	3622
2917	3597
2918	3615
2919	3443
2920	3905
2921	3384
2922	3451
2923	3447
2924	3617
2925	3737
2926	3423
2927	3754
2928	3743
2929	3545
2930	3654
2931	3632
2932	3570
2933	3615
2934	3563
2935	3807
2936	3649
2937	3706
2938	3713
2939	3688
2940	3471
2941	3478
2942	3487
2943	3644
2944	3554
2945	3629
2946	3452
2947	3662
2948	3544
2949	3816
2950	3612
2951	3792
2952	3886
2953	3653
2954	3700
2955	3765
2956	4000
2957	3980
2958	4172
2959	5007
2960	3858
2961	3742
2962	3542
2963	3791
2964	3659
2965	3740
2966	3581
2967	3672
2968	3601
2969	3493
2970	3488
2971	3552
2972	3287
2973	3330
2974	3508
2975	3575
2976	3653
2977	3759
2978	3594
2979	3468
2980	3655
2981	3541
2982	3747
2983	3821
2984	3614
2985	4052
2986	3876
2987	4175
2988	3763
2989	3640
2990	3607
2991	4028
2992	3604
2993	3703
2994	3857
2995	3594
2996	3701
2997	3778
2998	3741
2999	3845
3000	3760
3001	3704
3002	3783
3003	3746
3004	3734
3005	3775
3006	3819
3007	4047
3008	3737
3009	3820
3010	3760
3011	3733
3012	3738
3013	3658
3014	3782
3015	3768
3016	3825
3017	3950
3018	3708
3019	3866
3020	3755
3021	3915
3022	4113
3023	3772
3024	3578
3025	3703
3026	3668
3027	3637
3028	3796
3029	3854
3030	3780
3031	3983
3032	4323
3033	3800
3034	3623
3035	3922
3036	3568
3037	3684
3038	3817
3039	3701
3040	3932
3041	3940
3042	3856
3043	3787
3044	3750
3045	3895
3046	3862
3047	3986
3048	3971
3049	4040
3050	4301
3051	4096
3052	3848
3053	3980
3054	4187
3055	4232
3056	4271
3057	4283
3058	4096
3059	4185
3060	4151
3061	4429
3062	4157
3063	4377
3064	3827
3065	4294
3066	3999
3067	4058
3068	4174
3069	4158
3070	4234
3071	4092
3072	4258
3073	4326
3074	4127
3075	4185
3076	4070
3077	3849
3078	3889
3079	3927
3080	4079
3081	4007
3082	3992
3083	4082
3084	3968
3085	4270
3086	4096
3087	3935
3088	4183
3089	4410
3090	4100
3091	3890
3092	4102
3093	4026
3094	3795
3095	3806
3096	3915
3097	3918
3098	4196
3099	3883
3100	4037
3101	4149
3102	4002
3103	3881
3104	3667
3105	3804
3106	4077
3107	3792
3108	3709
3109	3728
3110	3506
3111	3790
3112	3412
3113	3701
3114	3518
3115	3725
3116	3730
3117	3864
3118	4037
3119	3915
3120	4157
3121	4467
3122	3450
3123	3588
3124	3896
3125	3718
3126	3596
3127	3816
3128	3675
3129	3515
3130	3600
3131	3653
3132	3544
3133	3864
3134	3567
3135	3688
3136	3602
3137	3420
3138	3395
3139	3483
3140	3303
3141	3453
3142	3519
3143	3645
3144	3462
3145	3496
3146	3234
3147	3209
3148	3563
3149	3439
3150	3606
3151	3499
3152	3448
3153	3424
3154	3450
3155	3699
3156	3442
3157	3423
3158	3407
3159	3447
3160	3398
3161	3218
3162	3425
3163	3273
3164	3356
3165	3223
3166	3222
3167	3068
3168	3236
3169	3202
3170	3223
3171	3064
3172	3067
3173	3249
3174	2951
3175	3205
3176	3057
3177	3289
3178	3173
3179	3095
3180	3028
3181	3347
3182	3121
3183	3153
3184	3234
3185	3227
3186	3527
3187	3664
3188	3271
3189	3176
3190	3226
3191	3079
3192	3133
3193	3450
3194	3179
3195	3127
3196	3065
3197	3117
3198	3234
3199	3194
3200	3146
3201	3044
3202	3112
3203	3017
3204	3250
3205	3076
3206	3276
3207	3126
3208	3186
3209	2983
3210	3294
3211	3244
3212	3140
3213	3173
3214	3211
3215	3275
3216	3423
3217	3286
3218	3444
3219	3355
3220	3221
3221	3288
3222	3330
3223	3214
3224	3442
3225	3415
3226	3440
3227	3256
3228	3164
3229	3216
3230	3247
3231	3378
3232	3290
3233	3262
3234	3213
3235	3282
3236	3209
3237	3470
3238	3237
3239	3282
3240	3487
3241	3140
3242	3288
3243	3181
3244	3284
3245	3087
3246	3304
3247	3285
3248	3362
3249	3355
3250	3164
3251	3311
3252	3272
3253	3368
3254	3500
3255	3421
3256	3342
3257	3444
3258	3337
3259	3198
3260	3409
3261	3354
3262	3405
3263	3497
3264	3381
3265	3450
3266	3287
3267	3308
3268	3258
3269	3383
3270	3258
3271	3470
3272	3312
3273	3286
3274	3316
3275	3344
3276	3304
3277	3342
3278	3134
3279	3334
3280	3367
3281	3175
3282	3352
3283	3166
3284	3255
3285	3078
3286	3156
3287	3246
3288	3312
3289	3143
3290	3266
3291	3265
3292	3359
3293	3160
3294	3107
3295	3180
3296	3319
3297	3346
3298	3308
3299	3378
3300	3406
3301	3171
3302	3269
3303	3218
3304	3370
3305	3184
3306	3245
3307	3117
3308	3270
3309	3156
3310	3365
3311	3173
3312	3341
3313	3079
3314	3188
3315	3223
3316	3316
3317	3399
3318	3166
3319	3252
3320	3228
3321	3233
3322	3629
3323	3460
3324	3592
3325	3206
3326	3446
3327	3473
3328	3438
3329	3242
3330	3321
3331	3618
3332	3567
3333	3557
3334	3503
3335	3540
3336	3659
3337	3502
3338	3380
3339	3446
3340	3460
3341	3584
3342	4175
3343	4993
3344	3756
3345	3491
3346	3683
3347	3639
3348	3926
3349	3699
3350	3507
3351	3327
3352	3243
3353	3546
3354	3582
3355	3547
3356	3593
3357	3383
3358	3330
3359	3557
3360	3621
3361	3537
3362	3635
3363	3544
3364	3420
3365	3318
3366	3387
3367	3454
3368	3531
3369	3431
3370	3566
3371	3513
3372	3586
3373	3557
3374	3704
3375	3541
3376	3531
3377	3610
3378	3342
3379	3455
3380	3435
3381	3345
3382	3653
3383	3530
3384	3662
3385	3387
3386	3214
3387	3304
3388	3469
3389	3349
3390	3206
3391	3225
3392	3215
3393	3230
3394	3183
3395	3363
3396	3224
3397	3040
3398	3242
3399	3256
3400	3320
3401	3139
3402	3271
3403	3155
3404	3218
3405	3168
3406	3085
3407	3074
3408	3095
3409	3230
3410	3095
3411	3247
3412	3229
3413	3224
3414	3151
3415	3127
3416	3010
3417	3128
3418	3178
3419	2946
3420	3073
3421	3130
3422	3120
3423	3015
3424	3204
3425	3337
3426	2922
3427	3245
3428	3094
3429	3130
3430	2938
3431	3043
3432	3191
3433	2981
3434	3139
3435	2934
3436	2934
3437	3122
3438	3103
3439	2995
3440	2911
3441	2921
3442	2911
3443	3117
3444	2951
3445	3075
3446	3189
3447	3171
3448	3050
3449	3011
3450	2804
3451	3127
3452	3092
3453	2993
3454	2933
3455	3039
3456	3016
3457	2970
3458	3014
3459	2960
3460	2759
3461	3027
3462	2823
3463	2852
3464	2997
3465	2989
3466	2833
3467	3107
3468	2913
3469	2957
3470	2866
3471	3170
3472	2945
3473	2911
3474	2809
3475	2877
3476	2824
3477	2851
3478	2807
3479	2676
3480	2719
3481	2780
3482	2931
3483	2985
3484	2892
3485	2945
3486	3029
3487	2978
3488	2960
3489	3020
3490	2877
3491	2716
3492	2817
3493	2832
3494	2921
3495	2744
3496	2846
3497	2711
3498	2682
3499	2680
3500	2705
3501	2743
3502	2718
3503	2665
3504	2628
3505	2639
3506	2796
3507	2855
3508	2661
3509	2652
3510	2791
3511	2642
3512	2690
3513	2696
3514	2619
3515	2585
3516	2490
3517	2677
3518	2567
3519	2605
3520	2599
3521	2673
3522	2507
3523	2709
3524	2511
3525	2437
3526	2629
3527	2625
3528	2674
3529	2594
3530	2499
3531	2615
3532	2620
3533	2584
3534	2668
3535	2648
3536	2694
3537	2629
3538	2785
3539	2760
3540	2605
3541	2576
3542	2646
3543	2605
3544	2678
3545	2642
3546	2653
3547	2414
3548	2497
3549	2569
3550	2501
3551	2547
3552	2512
3553	2558
3554	2638
3555	2615
3556	2595
3557	2633
3558	2634
3559	2610
3560	2633
3561	2677
3562	2602
3563	2598
3564	2582
3565	2641
3566	2618
3567	2587
3568	2740
3569	2549
3570	2610
3571	2588
3572	2656
3573	2606
3574	2509
3575	2616
3576	2615
3577	2635
3578	2628
3579	2673
3580	2709
3581	2555
3582	2537
3583	2458
3584	2537
3585	2640
3586	2389
3587	2581
3588	2523
3589	2602
3590	2596
3591	2500
3592	2498
3593	2447
3594	2556
3595	2347
3596	2661
3597	2562
3598	2548
3599	2604
3600	2569
3601	2516
3602	2556
3603	2380
3604	2542
3605	2547
3606	2541
3607	2659
3608	2557
3609	2693
3610	2717
3611	2715
3612	2655
3613	2669
3614	2710
3615	2621
3616	2721
3617	2730
3618	2948
3619	2808
3620	2710
3621	2558
3622	2511
3623	2610
3624	2578
3625	2558
3626	2696
3627	2627
3628	2615
3629	2684
3630	2561
3631	2873
3632	2658
3633	2842
3634	2821
3635	2802
3636	2935
3637	2930
3638	2891
3639	2726
3640	3057
3641	2977
3642	2914
3643	2989
3644	2998
3645	2708
3646	3049
3647	2862
3648	2881
3649	2967
3650	2895
3651	2990
3652	2841
3653	2884
3654	2748
3655	2845
3656	2803
3657	2791
3658	2832
3659	2830
3660	2926
3661	2795
3662	2894
3663	3080
3664	2688
3665	2688
3666	2911
3667	2715
3668	2840
3669	2867
3670	2890
3671	2894
3672	3126
3673	2839
3674	2946
3675	2819
3676	2970
3677	2996
3678	2908
3679	2780
3680	2899
3681	3080
3682	3011
3683	3146
3684	2876
3685	2976
3686	2786
3687	2844
3688	2726
3689	2869
3690	2722
3691	2733
3692	2912
3693	2878
3694	2699
3695	2929
3696	2693
3697	2648
3698	2584
3699	2573
3700	2675
3701	2658
3702	2721
3703	2802
3704	2626
3705	2642
3706	2907
3707	2589
3708	2872
3709	2768
3710	2773
3711	2821
3712	2848
3713	2860
3714	2696
3715	2855
3716	2849
3717	2906
3718	2825
3719	3053
3720	2843
3721	2868
3722	2806
3723	2886
3724	2904
3725	2978
3726	2875
3727	2838
3728	2792
3729	2610
3730	2878
3731	2855
3732	2768
3733	3077
3734	2806
3735	2940
3736	2767
3737	2871
3738	2933
3739	2700
3740	2821
3741	2801
3742	2769
3743	2773
3744	2817
3745	2687
3746	2652
3747	2747
3748	2626
3749	2888
3750	2735
3751	2717
3752	2795
3753	2757
3754	2789
3755	2812
3756	2820
3757	2821
3758	2786
3759	2895
3760	2746
3761	2779
3762	2664
3763	2661
3764	2743
3765	2754
3766	2924
3767	2733
3768	2654
3769	2704
3770	2594
3771	2799
3772	2795
3773	2750
3774	2702
3775	2559
3776	2622
3777	2649
3778	2768
3779	2711
3780	2627
3781	2423
3782	2485
3783	2610
3784	2731
3785	2788
3786	2660
3787	2505
3788	2585
3789	2732
3790	2586
3791	2596
3792	2684
3793	2580
3794	2547
3795	2755
3796	2624
3797	2659
3798	2531
3799	2510
3800	2485
3801	2629
3802	2562
3803	2606
3804	2592
3805	2545
3806	2560
3807	2491
3808	2563
3809	2594
3810	2669
3811	2598
3812	2529
3813	2616
3814	2683
3815	2826
3816	2468
3817	2538
3818	2565
3819	2561
3820	2726
3821	2577
3822	2728
3823	2577
3824	2724
3825	2623
3826	2607
3827	2606
3828	2720
3829	2524
3830	2583
3831	2588
3832	2643
3833	2569
3834	2731
3835	2711
3836	2798
3837	2869
3838	2705
3839	2709
3840	2941
3841	2608
3842	2597
3843	2516
3844	2521
3845	2584
3846	2729
3847	2864
3848	2611
3849	2904
3850	2742
3851	2586
3852	2676
3853	2536
3854	2436
3855	2500
3856	2422
3857	2356
3858	2479
3859	2632
3860	2416
3861	2461
3862	2309
3863	2480
3864	2309
3865	2408
3866	2379
3867	2347
3868	2503
3869	2401
3870	2630
3871	2401
3872	2437
3873	2424
3874	2511
3875	2363
3876	2438
3877	2490
3878	2604
3879	2372
3880	2341
3881	2326
3882	2445
3883	2558
3884	2501
3885	2371
3886	2410
3887	2214
3888	2524
3889	2442
3890	2288
3891	2394
3892	2416
3893	2395
3894	2446
3895	2489
3896	2395
3897	2398
3898	2421
3899	2463
3900	2351
3901	2398
3902	2338
3903	2410
3904	2516
3905	2404
3906	2294
3907	2210
3908	2291
3909	2219
3910	2337
3911	2132
3912	2303
3913	2308
3914	2288
3915	2137
3916	2225
3917	2213
