Insert_Size	DF_927_1_GFP_tdt	DF_927_1_GFP	DF_980_3_GFP_tdt	DF_980_3_GFP
1050	9450	9159	12683	13693
1051	9618	9077	12682	13787
1052	9615	9483	13236	14119
1053	9209	8588	12699	12931
1054	9500	8569	12439	13253
1055	8985	8372	12154	12824
1056	8964	8063	11785	12369
1057	9562	8426	12615	13290
1058	9644	8589	12761	13764
1059	9612	8745	12955	13979
1060	10015	9710	13955	14440
1061	9596	8959	12744	14053
1062	9979	9984	13707	14248
1063	9565	9260	13100	13538
1064	10415	10939	14611	15729
1065	9485	9053	13063	13751
1066	9407	8584	12270	13095
1067	10142	9820	14159	14968
1068	9321	8804	12828	13661
1069	9958	10658	14176	14765
1070	9463	9715	13238	14186
1071	10225	11093	15153	16066
1072	9530	9011	12930	13615
1073	9206	8696	11981	12919
1074	9319	8743	12167	13432
1075	9343	8841	11933	13184
1076	9657	8934	12625	13805
1077	9732	9145	12978	14154
1078	9646	9378	13213	14352
1079	9659	8856	12700	13731
1080	9467	8651	11963	12754
1081	9573	8620	12674	13664
1082	9516	8577	12491	13150
1083	9461	8812	12155	13524
1084	9673	8893	12722	13990
1085	9592	8716	12424	13542
1086	9594	8796	12498	13202
1087	9529	9140	12293	13117
1088	9467	8602	12653	13480
1089	9538	8543	12654	13600
1090	9600	8723	12367	13623
1091	9561	8433	12442	13190
1092	9459	8291	11902	12472
1093	9479	8378	12284	12937
1094	9384	8319	12103	13120
1095	9146	8159	11713	12634
1096	9146	8106	11613	12397
1097	9154	8220	11806	12609
1098	9290	8139	11607	12731
1099	9391	8742	11627	12358
1100	9529	8515	12632	13354
1101	9807	9046	13015	13934
1102	9707	8811	12786	13367
1103	9580	8883	12548	13253
1104	9551	8322	12258	13335
1105	9666	8329	12579	13332
1106	9166	8259	12065	13178
1107	9079	8301	11751	12769
1108	9183	8508	12001	12932
1109	9045	8266	11747	12729
1110	9240	8041	11641	12360
1111	9087	7990	11871	12558
1112	9222	8110	12165	12823
1113	9098	8445	11842	12270
1114	9228	8412	12379	12655
1115	9185	8083	12321	12606
1116	9210	7971	12707	12518
1117	8872	8066	12370	12948
1118	8479	7721	11443	12064
1119	8436	7489	11118	11860
1120	9086	7720	12113	13380
1121	8518	7666	11416	12233
1122	8565	7784	11750	12053
1123	8762	7786	11568	11887
1124	9080	7927	11920	12218
1125	8873	8141	11776	12108
1126	8769	7799	11554	12288
1127	8900	7488	11054	12037
1128	8538	7792	11393	12431
1129	8654	7520	11589	12049
1130	8740	7985	12108	12469
1131	9004	8415	14602	14807
1132	8615	7575	11774	12445
1133	8731	7903	11655	12244
1134	8770	7803	11728	11771
1135	8753	7805	11408	12096
1136	8818	7771	11615	11820
1137	8820	8207	12519	12201
1138	8807	8057	12380	12660
1139	8819	7872	11711	11931
1140	8708	7895	11489	11970
1141	8651	7697	11912	12161
1142	8809	7595	11539	12188
1143	8799	7736	11174	11853
1144	8606	7485	11598	11870
1145	8676	7793	12002	12186
1146	8990	7804	12209	12625
1147	8857	7859	12094	12426
1148	8908	7639	11971	12357
1149	8619	7573	11656	12072
1150	8385	7256	11023	11518
1151	8392	7558	11419	11970
1152	9079	8036	12660	13129
1153	8811	7841	11806	12501
1154	8912	8232	12192	12799
1155	8753	8301	11750	12468
1156	8968	8262	12295	13018
1157	8651	8185	11724	12677
1158	9079	9291	12925	13543
1159	8672	7775	11170	12251
1160	9078	8349	12419	13274
1161	9027	8883	12416	13392
1162	9080	9050	12696	13419
1163	9137	9174	13045	13913
1164	9229	9736	12664	13842
1165	9123	9240	12995	13847
1166	9284	9748	13583	14561
1167	9378	9394	13612	14165
1168	9342	10201	14265	14869
1169	8938	8556	12221	13034
1170	9246	8832	13783	13688
1171	9363	9403	13021	13954
1172	9251	8792	12505	13142
1173	9225	9464	13333	14257
1174	9109	8723	12725	13368
1175	8835	8297	12698	13342
1176	9033	8431	12964	13273
1177	9236	8338	13135	13559
1178	9094	8693	13367	14200
1179	8817	8408	12231	12877
1180	9079	8423	13073	13786
1181	8862	8444	12799	12937
1182	9138	8634	12922	13509
1183	9182	8430	12868	13584
1184	9193	8466	13189	13453
1185	8905	8659	12895	13880
1186	9288	8384	13068	13695
1187	9365	8771	13653	14680
1188	8873	8211	12696	13835
1189	9220	8713	13102	14218
1190	9180	8785	13091	14221
1191	9233	8846	14006	14669
1192	9070	8701	13744	14817
1193	9313	8711	13228	14820
1194	9124	8807	13579	14825
1195	9028	8710	13198	14601
1196	9127	8666	13265	14429
1197	9388	9159	13220	14974
1198	9049	8723	12926	14031
1199	8915	8484	12450	13672
1200	8551	8590	12317	13403
1201	8717	8474	12159	13445
1202	8940	8558	12443	13804
1203	8938	8956	13211	14342
1204	9190	9166	13674	14100
1205	9240	9286	13975	14630
1206	9072	8684	13436	14150
1207	9234	9125	13558	14255
1208	9358	8837	13957	14548
1209	8786	8904	13529	14011
1210	9097	8706	12999	13433
1211	9120	8572	13254	13883
1212	8670	8069	12081	12566
1213	8975	8458	12727	13522
1214	8611	7711	12252	13267
1215	8406	7980	12357	13666
1216	8590	7709	12073	13411
1217	8864	8101	12183	13551
1218	8610	7768	12329	13287
1219	8604	7905	12437	13528
1220	8599	8062	12274	13688
1221	8522	7704	12056	13242
1222	8398	7698	12000	13136
1223	8643	7992	12522	14322
1224	8488	7669	11985	13041
1225	8360	8003	12079	13861
1226	8269	7467	12133	13253
1227	8362	7555	11621	13013
1228	8634	7696	12529	13019
1229	8500	7280	11299	12638
1230	8563	7846	12212	13510
1231	8354	7826	12009	12966
1232	8709	7786	12049	13206
1233	8744	7890	12416	13408
1234	8712	7893	12564	13181
1235	8666	7601	12401	12981
1236	8402	7397	11870	12688
1237	8664	7959	12351	13093
1238	8634	7906	12396	12993
1239	8744	7724	12727	13048
1240	8717	7339	12599	12499
1241	8414	7480	12212	12660
1242	8505	7478	12354	13160
1243	8960	7594	12520	13016
1244	8467	7654	12469	13193
1245	8796	7994	12555	13365
1246	8420	7995	12478	13212
1247	8770	7999	12277	13168
1248	8855	8083	12307	13251
1249	8806	8223	12790	13544
1250	8462	8030	12373	13175
1251	8440	7948	12574	12698
1252	8881	7999	12612	13237
1253	8923	8136	12369	12670
1254	8431	7801	12559	12842
1255	8435	7963	12108	13203
1256	8579	8156	12261	12867
1257	8152	7556	11516	12256
1258	8359	7958	12145	12457
1259	8421	8294	12649	12326
1260	8278	7810	12066	12503
1261	8177	7819	11674	11960
1262	8605	7900	12163	12157
1263	8300	7532	11862	12185
1264	8239	7644	11972	12211
1265	8094	7629	11874	11739
1266	8185	7699	11463	12097
1267	8210	7216	11270	11524
1268	7918	7384	11063	11476
1269	8034	7375	11447	11681
1270	8164	6995	11450	11836
1271	8065	7448	11555	11921
1272	8313	7378	11866	12481
1273	7855	7119	11324	11582
1274	7799	7373	11255	11932
1275	7959	7176	11616	11836
1276	8376	7746	12342	12803
1277	8284	7384	11564	12070
1278	7905	6968	11462	12249
1279	7901	7195	11299	11625
1280	8040	7019	11170	11874
1281	7924	7479	11700	12158
1282	8097	7140	11405	12039
1283	7664	7003	11152	11667
1284	8028	7271	11601	11698
1285	7970	7132	11395	12216
1286	8070	7263	11443	12044
1287	8017	7191	11252	11978
1288	8018	6834	10900	11462
1289	7784	7032	10832	11654
1290	7973	7152	11092	11830
1291	7880	7416	11285	11540
1292	7964	7038	10993	11637
1293	7910	6954	10634	11331
1294	7584	6636	10327	11112
1295	7556	6754	10306	10926
1296	7747	7013	10970	11360
1297	8128	7180	11500	11824
1298	8239	7623	12181	12536
1299	7997	7472	11361	12032
1300	7664	6904	10461	11092
1301	7831	6836	10673	11295
1302	7822	6685	10895	11673
1303	7854	6794	11100	11540
1304	7912	7318	11600	12194
1305	7438	6993	10543	11311
1306	8160	7243	11398	12262
1307	7935	7170	11087	11818
1308	7980	7507	11648	12267
1309	7802	6921	10991	10890
1310	7870	6777	10968	11467
1311	7668	6638	10602	10630
1312	7920	6827	10580	11254
1313	8129	7098	10871	11284
1314	7834	6674	10933	11063
1315	8027	6496	10568	11329
1316	7628	6746	10456	10920
1317	7612	6351	10176	10850
1318	7885	6676	10760	11404
1319	7869	6614	10489	11184
1320	7739	6873	10781	11268
1321	7809	6521	10345	10917
1322	7741	6779	10365	10694
1323	7359	6198	9838	10267
1324	7792	6696	10426	10950
1325	7943	6823	11031	11454
1326	7686	6735	10314	11230
1327	20032	31961	45884	38802
1328	13800	17697	27387	25377
1329	20330	30640	47192	39593
1330	21396	34593	50957	40504
1331	28819	48515	72697	59834
1332	32420	58215	85310	65513
1333	37754	67609	100128	75957
1334	23627	38525	60332	55337
1335	13908	16638	28721	30246
1336	18327	23416	42588	42245
1337	12204	12238	22173	25600
1338	11526	11520	20472	24724
1339	11908	11904	21328	25058
1340	11147	10582	19253	23940
1341	12872	11663	23307	33587
1342	12125	11323	21386	27617
1343	14096	14691	27084	34039
1344	15385	16440	30269	37030
1345	13409	13703	24633	30318
1346	23251	27837	52396	64073
1347	15477	15914	30579	36800
1348	13696	13890	26656	32250
1349	21525	23185	46077	56261
1350	13852	12982	25632	31042
1351	13233	11779	24186	29030
1352	14270	12793	26923	31032
1353	15456	13973	29834	35209
1354	14547	13024	28356	33498
1355	20317	17738	42526	45957
1356	17419	15872	35655	40174
1357	15852	14385	31312	36146
1358	18789	17619	42044	44240
1359	13482	12132	26459	30574
1360	13852	12312	27739	31677
1361	15093	13689	31342	37137
1362	11892	10158	20356	23703
1363	12191	10536	22533	25589
1364	13320	11672	25865	30032
1365	12639	11249	22990	26732
1366	14362	12162	28399	32661
1367	14838	13211	30102	35530
1368	12591	11061	23258	27970
1369	12487	10860	22939	26773
1370	13604	11594	25510	31334
1371	12748	11337	22796	27057
1372	14105	11515	26796	31603
1373	13544	11582	25260	30905
1374	13491	10919	23824	27635
1375	16366	13743	31396	36719
1376	18419	14698	35668	43428
1377	14570	12245	26915	31448
1378	14781	12871	27709	32702
1379	15429	12800	28962	35684
1380	13411	12046	24160	29439
1381	12570	11177	21761	26583
1382	15147	13954	28746	34767
1383	17436	16913	34416	41436
1384	15780	15753	30701	36312
1385	27189	26120	58599	77750
1386	15389	15751	29544	37808
1387	13598	13910	25864	32223
1388	14514	14088	26966	35504
1389	11346	10482	18297	24056
1390	12284	12187	21408	27077
1391	10372	9787	16427	20535
1392	12131	11683	19981	25551
1393	11132	11023	18318	22030
1394	12682	13385	21710	28462
1395	12686	13643	22922	29531
1396	11886	12189	20734	26214
1397	15270	15875	27208	39483
1398	10379	9446	16644	22410
1399	9577	8307	14135	17340
1400	8840	7693	13007	16169
1401	9633	8789	14724	20644
1402	9438	7379	13437	16284
1403	9445	7695	13888	17738
1404	9958	7835	14299	17477
1405	10612	7976	16111	20114
1406	9950	7617	14936	18692
1407	9427	7438	13881	17452
1408	9831	7316	14177	18000
1409	8742	7254	12843	15240
1410	8539	7243	12829	14759
1411	8780	7126	12707	15032
1412	8297	6883	11903	14030
1413	8381	6782	11852	14474
1414	8022	6548	11478	13068
1415	9256	7200	13582	16799
1416	8766	7029	12355	14450
1417	8692	7142	12644	15111
1418	9004	7215	13378	16045
1419	8642	6860	12349	14813
1420	9076	7113	12779	15549
1421	8281	6708	11682	12640
1422	8023	6685	11397	12861
1423	8835	7149	12750	15240
1424	7910	6691	11128	12858
1425	9220	7047	13598	16587
1426	7673	6645	10409	11198
1427	7905	6744	11383	12600
1428	7646	6600	10536	11950
1429	7645	6756	11104	12394
1430	7846	6501	11082	12753
1431	8365	6915	12158	14342
1432	7705	6560	10832	12158
1433	8263	6832	11995	14385
1434	7376	6298	9928	10680
1435	7439	6285	9957	10907
1436	7239	6177	10224	10725
1437	7268	6162	10030	10887
1438	7379	6149	9794	11080
1439	7830	6753	11438	12755
1440	7691	6375	10566	11705
1441	8266	7124	11801	14232
1442	7384	6325	10614	11344
1443	6983	5913	9369	10357
1444	6919	5835	9283	9715
1445	7143	6156	9748	10545
1446	6785	5749	9187	9732
1447	6824	5969	9205	9082
1448	6904	6056	8948	9142
1449	6833	5882	8984	9330
1450	6800	5747	8848	9360
1451	6942	5940	9018	9465
1452	6711	5751	9037	9513
1453	6778	6069	9294	9308
1454	6720	5608	8922	9051
1455	6844	5937	9321	9895
1456	6712	5563	9158	9398
1457	6895	5763	8946	9548
1458	6642	5533	8786	9265
1459	6736	5724	9132	9582
1460	6682	5688	8993	9338
1461	6709	5891	9410	9995
1462	6943	5769	9260	9869
1463	7022	5860	9150	9577
1464	6580	5786	8704	9183
1465	6837	5804	9268	9595
1466	7073	5948	9415	9630
1467	6663	5793	9051	9284
1468	6852	6075	9543	9444
1469	6708	5949	9087	9279
1470	6971	5670	9438	9722
1471	6685	5805	9013	9276
1472	6875	5772	9442	9753
1473	6792	5733	8722	9093
1474	6836	5963	9518	9908
1475	6930	6120	9458	9737
1476	7102	6112	9803	9932
1477	6999	6024	9535	9683
1478	6714	5928	9162	9432
1479	6688	5863	8951	9202
1480	6803	5650	8643	9230
1481	6764	5629	8979	9331
1482	6549	5444	8857	8874
1483	6483	5462	8914	8795
1484	6436	5525	8533	8671
1485	6664	5880	8882	9079
1486	6735	5867	8851	8790
1487	6759	5672	8873	8891
1488	6755	5832	9160	9357
1489	6699	5848	8833	8954
1490	6649	5763	8882	9295
1491	6641	5673	8723	8551
1492	6485	5640	8442	8527
1493	6433	5991	8799	8651
1494	6524	5652	8526	8622
1495	6654	5864	8555	8992
1496	6476	5507	8533	8588
1497	6380	5606	8351	8435
1498	6893	6045	8795	8763
1499	6792	5932	8699	8653
1500	6746	6165	8757	9228
1501	6594	5888	8512	8749
1502	6568	5619	8543	8457
1503	6598	6094	8260	8806
1504	6358	5585	8172	8024
1505	6539	5661	8023	8207
1506	6512	5870	8685	8435
1507	6456	5674	8212	8031
1508	6570	5690	8049	8226
1509	6264	5778	8057	8374
1510	6311	5622	7940	8014
1511	6289	5687	8092	8161
1512	6597	5624	8240	8462
1513	6660	5691	8298	8262
1514	6323	5551	8009	8040
1515	6339	5677	7973	7942
1516	6045	5690	7870	7882
1517	6505	5587	7949	8358
1518	6174	5540	8053	8056
1519	6458	5741	8330	8417
1520	6262	5570	7914	8251
1521	6350	5545	8234	8173
1522	6069	5375	7849	7805
1523	6095	5302	8001	8213
1524	6195	5455	7552	7852
1525	6029	5452	7535	7702
1526	6115	5386	7636	8116
1527	6443	5683	7879	8297
1528	6184	5573	8130	8203
1529	6669	5839	8472	8642
1530	6033	5522	7962	8042
1531	5933	5410	7413	7715
1532	6436	5567	7628	8073
1533	6233	5280	7828	8290
1534	6018	5314	7536	7952
1535	6037	4970	7511	7985
1536	6226	5523	7549	7892
1537	6232	5416	7389	7767
1538	6029	5129	7436	7491
1539	5957	5238	7442	7776
1540	6188	5193	7526	7721
1541	5992	5396	7326	7660
1542	6392	5650	7608	7831
1543	6328	5366	7563	7854
1544	6334	5618	7697	7824
1545	6148	5572	7512	7746
1546	6365	5428	7784	8247
1547	6265	5855	7830	8091
1548	6233	5452	7883	8281
1549	6391	5504	8045	8202
1550	6328	5454	7899	8515
1551	6445	5544	7947	8217
1552	6242	5380	7579	8033
1553	6059	5392	7647	7944
1554	6177	5592	7789	8024
1555	6266	5590	8243	8348
1556	6235	5759	8005	8444
1557	6352	5638	8741	8857
1558	6057	5427	7835	8230
1559	6028	5384	7507	7821
1560	5950	5340	7094	7941
1561	6269	5441	8221	8299
1562	6265	5372	8335	8341
1563	6498	5707	8283	8654
1564	6111	5226	7718	7847
1565	6185	5658	7962	8009
1566	6473	5505	8103	8364
1567	6099	5361	7495	7933
1568	6400	5579	8128	8360
1569	6026	5398	7590	7993
1570	6198	5538	7838	7906
1571	6371	5431	7751	8166
1572	6237	5400	7965	8300
1573	6370	5480	7778	7972
1574	6011	5302	7671	8143
1575	6223	5267	7697	7713
1576	5965	5121	7260	7788
1577	6258	5418	7751	8009
1578	6215	5762	7915	7924
1579	6074	5253	7385	7956
1580	6292	5611	7837	7923
1581	6095	5265	7609	7755
1582	6021	5215	7696	8019
1583	5933	5355	7387	7522
1584	6178	5511	7669	7780
1585	6159	5181	7585	7923
1586	6042	5379	7443	7926
1587	6199	5378	7434	7996
1588	6150	5423	7541	8016
1589	5987	5184	7400	7625
1590	6096	5475	7606	7697
1591	5933	5282	7323	7705
1592	6065	5148	7273	7552
1593	6021	5177	7355	7441
1594	6153	5207	7129	7583
1595	5986	5332	7629	7592
1596	5924	5400	7448	7776
1597	5758	5313	7212	7713
1598	5892	5269	7085	7462
1599	5976	5196	7557	7446
1600	5875	5026	7214	7422
1601	5971	5181	7336	7445
1602	5619	5091	7192	7172
1603	5930	5323	7205	7400
1604	6042	5371	7296	7479
1605	5888	5481	7244	7351
1606	5875	5287	7491	7889
1607	5714	5347	7290	7417
1608	5871	5117	7111	7510
1609	5909	5361	7325	7519
1610	5996	5613	7339	7664
1611	5792	5413	7162	7663
1612	5867	5244	7071	7416
1613	5853	5357	7233	7502
1614	6117	5451	7604	8224
1615	6203	5731	7550	7946
1616	6393	5806	7928	8300
1617	6278	5914	7992	8379
1618	6104	5812	7573	7787
1619	5997	5357	7425	7880
1620	6126	5553	8027	8183
1621	6260	5448	8018	8185
1622	6097	5502	8222	8575
1623	6279	5419	8203	8387
1624	6000	5223	8093	8183
1625	6042	5433	8025	8372
1626	6201	5595	7800	7890
1627	6227	5651	8206	8459
1628	6152	5404	7749	7980
1629	6189	5429	8182	8379
1630	6145	5485	7896	8339
1631	6113	5612	8104	8278
1632	6195	5379	8357	8279
1633	6025	5403	7861	8435
1634	6183	5378	8402	8607
1635	6344	5471	7953	8278
1636	6281	5399	8135	8493
1637	6198	5538	8201	8321
1638	6433	5719	8444	8622
1639	6133	5765	8255	8514
1640	6229	5602	8592	8392
1641	6177	5597	8051	8571
1642	6074	5535	8033	8403
1643	6008	5298	7781	7973
1644	6039	5392	8233	8108
1645	6351	5440	8195	8358
1646	6186	5445	8359	8373
1647	6130	5420	8167	8229
1648	6384	5652	8455	8329
1649	6137	5325	7765	8073
1650	6221	5435	8328	8299
1651	6189	5318	8571	8427
1652	6440	5583	8658	8885
1653	6137	5291	8199	8214
1654	6095	5485	8358	8135
1655	5999	5479	7954	8014
1656	6170	5590	8558	8030
1657	6269	5835	8575	8576
1658	6422	5785	9164	8897
1659	6188	5622	8385	8313
1660	6392	5170	8300	8368
1661	6131	5463	8180	8044
1662	6317	5725	8804	8297
1663	6297	5797	8939	8319
1664	6264	5686	8342	8318
1665	6481	5749	8771	8664
1666	6309	5768	8891	8428
1667	6383	5811	8670	8501
1668	6224	5840	8555	8436
1669	6158	5488	8517	8275
1670	6116	5622	8285	8425
1671	6000	5578	8317	8317
1672	6122	5778	8630	8208
1673	6367	5831	8842	8183
1674	6114	5374	8321	8115
1675	6137	5649	8330	8134
1676	6001	5569	8214	8183
1677	6196	5807	8571	8195
1678	6151	5683	8371	8257
1679	6130	5676	8129	8137
1680	6138	5602	8477	8318
1681	6004	5319	8050	8251
1682	5842	5564	8075	7843
1683	6009	5433	8529	8297
1684	6042	5330	8075	7997
1685	5944	5562	8484	8515
1686	6034	5335	8063	7734
1687	5885	5362	8591	8263
1688	6042	5465	7994	7951
1689	5670	5461	7760	7721
1690	5958	5272	7283	7720
1691	5968	5356	7638	7791
1692	5741	5244	7770	7694
1693	5715	5143	7660	7751
1694	5931	5226	7895	7788
1695	5768	5262	7793	7791
1696	5931	5401	8038	7934
1697	5807	5089	7863	7793
1698	5753	5355	7952	7873
1699	6021	5707	8049	8006
1700	5723	5163	7878	7641
1701	5628	5420	8119	8011
1702	5671	5112	7403	7236
1703	5829	5382	8234	8105
1704	5758	5119	7918	7860
1705	5889	5135	7529	7575
1706	5680	5188	7553	7588
1707	5708	5365	7519	7577
1708	5725	4924	7377	7563
1709	5430	4944	7209	7384
1710	5725	4874	7331	7309
1711	5700	4993	7371	7438
1712	5481	4834	7198	7176
1713	5608	5028	7541	7627
1714	5684	5093	7638	7745
1715	5594	4928	7304	7468
1716	5416	4911	7201	7323
1717	5724	4941	7400	7381
1718	5510	4752	7084	7308
1719	5343	4832	6792	7080
1720	5495	4606	6838	7223
1721	5648	4757	7080	7280
1722	5295	4668	6599	6898
1723	5510	4760	6951	6860
1724	5437	4679	6672	7160
1725	5138	4622	6487	6583
1726	5232	4710	6515	6780
1727	5320	4675	6834	6880
1728	5212	4511	6560	6851
1729	5278	4537	6604	6809
1730	5282	4483	6541	6550
1731	5346	4378	6719	6988
1732	5379	4397	6565	6854
1733	5130	4457	6453	6510
1734	5401	4406	6575	6543
1735	5124	4332	6332	6615
1736	5344	4579	6842	6667
1737	5355	4557	6737	6898
1738	5233	4406	6477	6561
1739	5119	4231	6222	6412
1740	5205	4470	6233	6459
1741	5380	4417	6629	6893
1742	5396	4473	6906	7288
1743	5325	4583	6873	6851
1744	5256	4385	6490	6753
1745	5319	4444	6589	6453
1746	5125	4403	6177	6446
1747	5160	4359	6170	6755
1748	5351	4399	6463	6937
1749	5362	4425	6492	6805
1750	5667	4863	7233	8364
1751	5266	4359	6853	6950
1752	5255	4603	7213	7178
1753	5262	4574	6863	7192
1754	5183	4535	6747	6971
1755	5529	4902	7722	8181
1756	5523	5077	7568	8124
1757	5612	5099	7739	8444
1758	5652	4933	7725	8272
1759	5378	4553	6757	6983
1760	6058	5212	8037	9289
1761	5392	4673	6906	7523
1762	5411	4644	6859	7359
1763	5476	5080	7520	7972
1764	5674	5054	7561	8445
1765	6305	6220	9207	9447
1766	6210	5987	9044	9515
1767	5887	5735	8315	8730
1768	6122	5652	8416	9199
1769	5396	5061	7391	7847
1770	6333	6899	9690	13011
1771	6354	6667	9767	11699
1772	5832	5832	8548	9039
1773	6765	6823	10065	10993
1774	6503	6823	9494	10482
1775	6259	6492	9730	10332
1776	6316	6215	9163	9389
1777	5914	5767	8342	8391
1778	6241	6426	9237	9619
1779	6308	7463	10215	11006
1780	7446	9117	12536	14228
1781	7491	9374	12643	13316
1782	6531	7289	10227	9413
1783	6544	6901	9983	9492
1784	6392	6979	10332	9970
1785	6874	7732	11240	10865
1786	7284	7989	12323	12143
1787	6625	7461	10295	10175
1788	6551	7489	10915	10336
1789	7306	7689	11623	12344
1790	6156	6089	9313	9106
1791	6539	6406	9931	10106
1792	6450	7412	11085	10573
1793	7014	8520	12075	10891
1794	8255	10486	14847	13642
1795	7920	10922	14782	13351
1796	7306	9260	13604	12372
1797	6934	8210	11992	11165
1798	6669	8001	11678	9987
1799	7697	9299	13980	12001
1800	7907	9990	14733	12497
1801	8189	10807	16059	13155
1802	9136	12377	18581	16221
1803	7244	9099	13301	11065
1804	9495	11870	18605	16631
1805	7034	8379	12141	10292
1806	7535	10168	14473	11253
1807	8856	13815	18614	13180
1808	9281	16295	20694	13864
1809	10617	20236	24489	16032
1810	10277	18770	23513	16502
1811	9020	15401	19830	14592
1812	9959	15022	20537	17808
1813	7841	9772	13811	11887
1814	9329	14212	19141	13993
1815	8942	14311	18812	13502
1816	8084	13310	17448	12491
1817	8242	12511	17019	12603
1818	8302	12935	17150	14121
1819	7075	9003	12660	10916
1820	7363	9644	13120	10993
1821	8493	12699	17035	13566
1822	11745	21226	26603	20849
1823	10412	18974	24034	17120
1824	12032	25422	29875	19996
1825	9828	18457	22696	17322
1826	6688	7113	11530	10930
1827	7192	7766	12526	11640
1828	7437	7982	13021	12222
1829	6747	6984	11488	11000
1830	7297	7360	12737	11994
1831	7199	6969	12231	11890
1832	6904	6363	11811	10818
1833	8467	8401	15877	15427
1834	7263	6329	12268	11884
1835	8502	8780	16656	14863
1836	7829	8070	13867	13257
1837	8567	8684	15539	14331
1838	7237	6466	12143	11309
1839	7455	6403	13048	11665
1840	7673	6849	13929	13184
1841	8745	7491	16820	15459
1842	7445	6243	13296	12647
1843	9100	7574	17890	16190
1844	7916	6367	13952	13242
1845	7001	5505	11899	11311
1846	7374	6179	12849	12398
1847	6289	5375	10070	9554
1848	7067	5981	12001	11513
1849	6500	5738	10598	9752
1850	6669	6003	11122	10500
1851	6513	5912	10760	10545
1852	6755	5752	10732	10467
1853	6744	5970	11120	10130
1854	8352	7767	14401	12771
1855	8556	8125	16212	13397
1856	11186	11412	22453	18094
1857	8975	9204	16978	13808
1858	7230	7094	12384	10859
1859	6931	6587	11251	9872
1860	6457	5724	9935	9238
1861	7011	6223	11075	10798
1862	8077	8312	15162	12606
1863	11140	12589	22215	17016
1864	13061	16296	29401	21410
1865	12091	15637	27143	19733
1866	17566	25003	44097	30334
1867	7264	7482	13479	12175
1868	6505	6090	10605	9700
1869	7057	7293	12895	11671
1870	7973	8707	15955	13482
1871	7676	8197	14899	13254
1872	8425	9814	17813	14661
1873	6583	5964	10795	10749
1874	6066	5149	9155	9421
1875	6201	5061	8780	9378
1876	6202	4874	8627	9266
1877	5901	5089	8631	8931
1878	6130	5011	9037	9287
1879	6233	5198	9348	9576
1880	6124	5050	9286	9485
1881	6424	5328	10040	10331
1882	5897	4752	8543	8851
1883	5744	4519	7596	7657
1884	5734	4616	7523	7836
1885	6007	4807	8562	8577
1886	5886	4646	8570	8288
1887	5919	4751	8862	8779
1888	6538	5081	10362	10117
1889	5751	4746	7775	8249
1890	6056	4922	9059	8815
1891	5737	4764	8012	7965
1892	5989	5010	8458	8065
1893	5388	4552	7725	7731
1894	6007	4700	8478	8341
1895	5647	4637	7993	8005
1896	6119	4941	9352	9091
1897	5451	4432	7402	7301
1898	5468	4634	8358	7729
1899	5625	4754	8121	7512
1900	5903	4983	9392	8240
1901	5509	4643	7990	7433
1902	5797	4723	8965	8545
1903	5887	4350	7692	8070
1904	5652	4349	7997	8075
1905	5687	4404	8003	8580
1906	5058	4063	5932	6335
1907	4855	3968	5921	6054
1908	5107	4050	6209	6245
1909	5126	4267	6223	6393
1910	5331	4443	6531	6650
1911	5046	4207	6146	6327
1912	4824	4019	5842	6115
1913	4991	4084	6010	5954
1914	4992	4096	6185	6040
1915	5118	4350	6357	6188
1916	5133	4156	6050	6375
1917	5145	4218	6320	6628
1918	5316	4036	6310	6504
1919	5152	3998	6119	6166
1920	4969	4179	6114	6199
1921	4998	4029	6006	6075
1922	5132	4212	6340	6213
1923	4897	4120	6017	6038
1924	5014	4202	5995	6227
1925	4980	3878	6070	5928
1926	4995	4054	5777	6025
1927	4815	4026	6039	6027
1928	5078	3992	5984	6044
1929	4981	4033	5791	5981
1930	5019	4053	5776	6045
1931	4921	3926	5770	6133
1932	4804	3956	5750	5833
1933	5042	3955	5819	5985
1934	5049	3951	5871	6029
1935	4979	4055	5806	5813
1936	4966	3988	6239	6403
1937	5153	4494	6331	6316
1938	5015	4153	6033	6119
1939	4888	3960	6093	6246
1940	4993	4142	6033	6081
1941	4920	4039	5896	6094
1942	4980	3912	5735	6145
1943	4949	4170	5938	5931
1944	4880	4012	5839	5993
1945	5033	3949	5994	6164
1946	5046	4347	6142	6442
1947	4998	4011	5985	6292
1948	4878	4365	6554	6369
1949	4956	4145	6045	6222
1950	5128	4137	6263	6192
1951	5073	4092	6562	6243
1952	5078	4220	6365	6425
1953	5233	3993	5964	5984
1954	4899	3952	5903	5818
1955	4736	4043	5558	5777
1956	5054	4161	5744	6069
1957	4829	3832	5799	5791
1958	4746	3975	5654	5752
1959	4786	4131	5869	6115
1960	5080	3963	6013	6168
1961	4831	3983	5556	5869
1962	4756	3799	5552	5684
1963	4985	3928	5733	5828
1964	4692	3820	5819	5851
1965	4680	3953	5561	5719
1966	4746	3829	5676	5611
1967	4565	3801	5608	5674
1968	4801	3832	5514	5529
1969	4926	4015	5871	6045
1970	4715	3919	5793	5934
1971	4821	3779	5430	5596
1972	4658	3853	5240	5713
1973	4573	3825	5407	5511
1974	4848	3812	5729	5682
1975	4752	3857	5582	5534
1976	4642	3818	5489	5384
1977	4542	3859	5418	5463
1978	4625	3811	5271	5409
